序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期,卫星,小时,星期,月份,时间戳,季节_春季,半长轴_经度,控制状态_encoded,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,预测控制状态
186,2024-05-15 16:38:12,-3049.808986973378,-0.5005558632443688,-1.0505329327717783,0.0,2024-05-15,59020,-2.171487437398506,-1.7698324614953092,-2.0134376272135097,-45.72192334470304,True,-0.07003598337770324,0,0.07668676755513892,1.2306736154868816,0.9780468542347907,-0.509112565505934,0.20598946762623413,0.8332298453708544,0.3181507570600955,-0.521853692315015,1607.4640094757235,-252.6007483647385,-422.967988813983,48.35243135114858,94.80210377771668,221.54576737498206,-1487.6485167392389,-2050.190960947432,0.0
187,2024-05-16 14:51:40,-3049.80845756081,-0.5005704512419461,-1.0505329327717783,0.0,2024-05-16,59020,-2.225860346621565,-1.51958432294313,-2.0134376272135097,-45.72192334464227,True,-0.06358322050495945,0,0.04637520123851877,1.018516096929579,1.0460970105299074,-0.10870694071555692,-0.09569576356242301,0.7660676024464111,0.4978525726283061,-0.6646579536096204,1607.4628749844044,-252.63324319014146,-422.95389189547035,48.54482122976029,94.64227871766381,221.52719197908146,-1487.619410899122,-2050.215788923797,0.0
191,2024-05-17 20:24:42,-3049.8077680689476,-0.5005603365429889,-1.0505329327717783,0.0,2024-05-17,59020,-2.0627416189523875,-1.2693361843909508,-2.0134376272135097,-45.721923344561475,True,-0.05536821226231097,0,0.1305017990562631,1.6911898123802689,0.8856438183115436,0.19686270543494885,-0.5041323823276965,0.8846927740355053,-0.04062881291640219,-0.24087926169714813,1607.4819088941726,-252.52025210289938,-422.9772153877734,48.7215866782123,94.46483325520302,221.53918128201326,-1487.7086211217397,-2050.1465687815125,0.0
193,2024-05-18 15:25:43,-3049.8072344713,-0.5005664292553529,-1.0505329327717783,0.0,2024-05-18,59020,-2.1986738920100355,-1.0190880458387717,-2.0134376272135097,-45.72192334450947,True,-0.04893101640218649,0,0.057547786975671505,1.1481812276140435,1.0391241868519467,0.6327691669853371,-0.7658640394816629,0.7477221695961523,0.4099351207431341,-0.5958238559465445,1607.473717847574,-252.60735878128165,-422.9489665924768,48.91983363453813,94.3115978496865,221.50913455791704,-1487.6349259293336,-2050.20635207896,0.0
197,2024-05-19 22:24:50,-3049.8065010361024,-0.5005849197745751,-1.0505329327717783,0.0,2024-05-19,59020,-2.008368709729328,-0.7688399072865925,-2.0134376272135097,-45.721923344424745,True,-0.04005516666323678,0,0.15581530300737642,1.9297160172085508,0.8510834863692308,0.926563327142989,-1.1876014557648533,0.8896268956538133,-0.21970179762673192,-0.09983136075178453,1607.4956235213456,-252.4762484069283,-422.9768757671583,49.094646286141966,94.13193919496086,221.52494038943286,-1487.7388111756225,-2050.1251601008685,0.0
199,2024-05-20 17:59:47,-3049.805858626385,-0.5005539119835464,-1.0505329327717783,0.0,2024-05-20,59020,-2.144300982786976,-2.2703287385996673,-2.0134376272135097,-45.7219233443712,True,-0.03246065583635565,0,0.10499630750009842,1.3244492248030348,0.9561298119226266,-1.2753184456770996,0.8460227835094943,0.9042636391826767,0.27102839030645387,-0.3893749765993231,1607.4991255546902,-252.5956098560941,-422.97238545277236,47.973403466612375,95.12699469818814,221.57079491690084,-1487.6461331332653,-2050.151843970175,0.0
200,2024-05-21 15:07:58,-3049.8051471628546,-0.5005714335092989,-1.0505329327717783,0.0,2024-05-21,59020,-2.1986738920100355,-2.0200806000474882,-2.0134376272135097,-45.7219233443134,True,-0.023870147492722163,0,0.07511599518953918,1.1120760444699835,1.0248933653935277,-0.8749481214695302,0.5442172842416281,0.8368083669411333,0.45238633717979976,-0.5294596716241345,1607.4996775716563,-252.62832698400487,-422.9578791390107,48.165788853220135,94.96711241669422,221.55219153357652,-1487.616348132669,-2050.1756344316914,0.0
202,2024-05-22 15:10:40,-3049.8043844321,-0.5005723095855865,-1.0505329327717783,0.0,2024-05-22,59020,-2.1986738920100355,-1.7698324614953092,-2.0134376272135097,-45.72192334424766,True,-0.014720223950362222,0,0.07397348890537347,1.1215021499704207,1.036373897458359,-0.4983174521711061,0.21569243571998262,0.8158433474212635,0.4548659165926764,-0.528086364357688,1607.5053662315229,-252.62467821447362,-422.9527081857351,48.3542675361852,94.80282156734117,221.54122747847433,-1487.6160973871245,-2050.1758582389148,0.0
205,2024-05-23 16:18:07,-3049.803443312327,-0.5005653275230518,-1.0505329327717783,3.0,2024-05-23,59020,-2.171487437398506,-1.51958432294313,-2.0134376272135097,-45.72192334417896,True,-0.0034352774822281875,2,0.0876324055214927,1.2417594369116614,1.019806867990623,-0.13359161459075775,-0.12629977967903117,0.8179109032087618,0.36942182784740957,-0.45374657079825076,1607.5150899344133,-252.60303853656475,-422.95185090189875,48.5407889912236,94.63627688361382,221.53405919722798,-1487.6300256270279,-2050.163402559433,0.0
208,2024-05-24 20:35:22,-3049.8023091557584,-0.5005796500429661,-1.0505329327717783,3.0,2024-05-24,59020,-2.0627416189523875,-1.2693361843909508,-2.0134376272135097,-45.721923344101604,True,0.010162188065404334,2,0.144271198342368,1.692131890626432,0.918903491247573,0.1956209353782268,-0.5083581408966978,0.8895627592935015,0.014404903573978698,-0.1640461738531586,1607.5336802096947,-252.5270318112496,-422.96470252763004,48.721448813065905,94.46308124145062,221.53833221607982,-1487.6878185540434,-2050.1148722209196,0.0
209,2024-05-25 14:45:43,-3049.8015260227403,-0.500581641125438,-1.0505329327717783,3.0,2024-05-25,59020,-2.225860346621565,-1.0190880458387717,-2.0134376272135097,-45.721923344051916,True,0.019543918789723412,2,0.05777014824038979,1.0388618576554574,1.1018171754523904,0.6432987837839501,-0.7569513271342524,0.7290317862940267,0.557812591954288,-0.5861733067557279,1607.5254663662,-252.63264607797063,-422.93117352231997,48.921641817024764,94.31196339941529,221.5044232553508,-1487.5983213812738,-2050.1848796706217,0.0
212,2024-05-26 15:34:42,-3049.8178211532554,-0.5005765439543101,-1.0505329327717783,3.0,2024-05-26,59020,-2.1986738920100355,-0.7688399072865925,-2.0134376272135097,-45.72192334398406,True,-0.1757993778545939,2,0.024522552026710272,1.162769484423299,1.0172819786618816,1.0121173341705314,-1.0866520342634824,0.752228508369784,0.2989676390014751,-0.7607710665135603,1607.37195073347,-252.58967021041965,-422.9697557001789,49.1086003053874,94.15094530617024,221.49993533468194,-1487.6778930651524,-2050.2723617422066,0.0
216,2024-05-27 22:10:29,-3049.818954786689,-0.5005973043075501,-1.0505329327717783,3.0,2024-05-27,59020,-2.008368709729328,-2.2703287385996673,-2.0134376272135097,-45.72192334390039,True,-0.18899630902182749,2,0.13949641281577446,1.8802588454958404,0.7740481699208571,-1.3313031549752037,0.7884468321748196,1.048159706410934,-0.31232290313114,-0.22648449836592532,1607.3872123832934,-252.48844355922463,-423.02585058821853,47.96397415072956,95.12020097607001,221.59194766238,-1487.7702177174458,-2050.169317427721,0.0
218,2024-05-28 18:08:25,-3049.8180863826747,-0.5005612258931598,-1.0505329327717783,3.0,2024-05-28,59020,-2.1171145281754464,-2.0200806000474882,-2.0134376272135097,-45.72192334384581,True,-0.179253499742774,2,0.08156598937770486,1.4499959249205063,0.8990760348634593,-0.9074299084529697,0.5130832109493237,0.9339700277453363,0.053501308438469376,-0.5075714040090835,1607.3839546483705,-252.55765394987478,-423.0016946477187,48.16025937533043,94.96467781852674,221.5656759843795,-1487.7102801905316,-2050.215827760331,0.0
221,2024-05-29 18:07:10,-3049.8171463091717,-0.5005591020718564,-1.0505329327717783,0.0,2024-05-29,59020,-2.1171145281754464,-1.7698324614953092,-2.0134376272135097,-45.72192334378023,True,-0.16800185355773328,0,0.0809195621948054,1.4595485766345766,0.9111699226687906,-0.5308493059744768,0.18442651777520322,0.9127782450900822,0.05791479973279618,-0.5037389591920741,1607.3913030184444,-252.5542201656072,-422.9961231610116,48.34873348769771,94.80033062298467,221.5546844418168,-1487.7093589571089,-2050.2150347546362,0.0
224,2024-05-30 16:22:12,-3049.816348528375,-0.5005594870144676,-1.0505329327717783,0.0,2024-05-30,59020,-2.171487437398506,-1.51958432294313,-2.0134376272135097,-45.72192334371939,True,-0.15841491050051792,0,0.0514273797275756,1.2481177024431294,0.9798986600347268,-0.130545265956543,-0.11747722291688445,0.8452662576106394,0.24104017457010662,-0.6431448253121763,1607.3926427555807,-252.58702915477153,-422.98143134073507,48.54111618599715,94.64042118748398,221.5360675493291,-1487.6792454493032,-2050.2383472745287,0.0
227,2024-05-31 17:52:55,-3049.8155172669417,-0.5005551597285621,-1.0505329327717783,0.0,2024-05-31,59020,-2.144300982786976,-1.2693361843909508,-2.0134376272135097,-45.721923343649635,True,-0.1484965487707045,0,0.06471425521553445,1.3682668081872966,0.9629837380609236,0.23421376756880402,-0.4593853332854119,0.847499755279729,0.15434058304700574,-0.5703367001904044,1607.4012843186058,-252.56524969823684,-422.98083357819525,48.72764054458153,94.47391299112311,221.52891669845278,-1487.6936074261657,-2050.226548818272,0.0
231,2024-06-01 20:41:50,-3049.81477075337,-0.500575999725101,-1.0505329327717783,0.0,2024-06-01,59020,-2.0627416189523875,-1.0190880458387717,-1.9319235889400976,-45.721923343576314,False,-0.13923741187928002,0,0.10227539274746258,1.6244384477952258,0.713387390913186,0.5988949001049296,-0.821757449262658,1.096651228605089,-0.08127217822880828,-0.3145749276852724,1607.4129765318646,-252.53083234247165,-423.0400190128886,48.91697716092772,94.30476644925781,221.5866134333708,-1487.7283878795563,-2050.1798025835037,0.0
232,2024-06-02 14:17:50,-3049.814289992352,-0.5005695486178922,-1.0505329327717783,0.0,2024-06-02,59020,-2.225860346621565,-0.7688399072865925,-1.9319235889400976,-45.72192334352819,False,-0.13355970700485678,0,0.014983315634173341,0.971693163159784,0.8948377200255171,1.0466219242801982,-1.0701492342386099,0.9364389037932851,0.4595142025529804,-0.7413581098949604,1607.4018340684381,-252.63605827823417,-423.00719867031864,49.11717762879951,94.1537472746518,221.55275181251938,-1487.640059073165,-2050.251600110591,0.0
233,2024-06-03 14:51:27,-3049.8136768781924,-0.5005630576890339,-1.0505329327717783,0.0,2024-06-03,59020,-2.225860346621565,-2.2703287385996673,-1.9319235889400976,-45.72192334346103,False,-0.12628621714297078,0,0.03499443843848438,0.9172858117883443,0.8576410568963537,-1.2143948469395776,0.8969256213516831,1.0674421362690334,0.4980130319910644,-0.6773622266083851,1607.4168181003602,-252.6643701329655,-423.0263571058369,47.98617395677527,95.13782934281716,221.6177293592028,-1487.6218099040511,-2050.220184741454,0.0
236,2024-06-04 17:59:11,-3049.8130036035136,-0.5005517085189441,-1.0505329327717783,0.0,2024-06-04,59020,-2.144300982786976,-2.0200806000474882,-1.9319235889400976,-45.72192334338685,False,-0.11833790827121515,0,0.076332098885971,1.2587320942421056,0.782776359021003,-0.8733000881686753,0.5284704448011562,1.1163495673048769,0.22980970092461608,-0.46580758326533217,1607.4285958344622,-252.6059694900618,-423.0355744244561,48.168797228831046,94.96698040675572,221.61825068004154,-1487.6665146950627,-2050.1860384081183,0.0
239,2024-06-05 19:27:28,-3049.8123700870906,-0.5005621019694474,-1.0505329327717783,0.0,2024-06-05,59020,-2.089928073563917,-1.7698324614953092,-1.9319235889400976,-45.7219233433172,False,-0.11060924135446151,0,0.10330488553981487,1.488519952438759,0.7368718989526,-0.5202964170453753,0.1734074558907917,1.1420354011204168,0.050258855561883774,-0.32466647654262515,1607.437861042919,-252.56576796268922,-423.04011107542283,48.353374455353205,94.79833505060228,221.61495340394188,-1487.6964507390785,-2050.1636544340954,0.0
243,2024-06-06 20:56:56,-3049.8117454639623,-0.5005780704508718,-1.0505329327717783,0.0,2024-06-06,59020,-2.0627416189523875,-1.51958432294313,-1.9319235889400976,-45.7219233432475,False,-0.10294557920951129,0,0.1159884792507338,1.6075810339169405,0.7197047809392848,-0.15543423968802475,-0.16831702984395538,1.1445521997143142,-0.03952588423860267,-0.25411556338163843,1607.44472851735,-252.54376991960996,-423.03994003375294,48.539904514258225,94.6318882066528,221.60783372560402,-1487.71155035018,-2050.152951718592,0.0
244,2024-06-07 14:19:21,-3049.81125580965,-0.5005635090010608,-1.0505329327717783,0.0,2024-06-07,59020,-2.225860346621565,-1.2693361843909508,-1.9319235889400976,-45.72192334319999,False,-0.09721780168340537,0,0.02876534611994292,0.9552785826884382,0.9009554055768197,0.2922690156895144,-0.4167299328849402,0.984300769414505,0.5017599057581069,-0.6810436110762519,1607.4336241739593,-252.6489955487542,-423.0071119382507,48.740104548343886,94.48086735676449,221.5739709114293,-1487.6231984179615,-2050.224724759417,0.0
247,2024-06-08 15:23:23,-3049.809963666327,-0.5005646107333619,-1.0505329327717783,0.0,2024-06-08,59020,-2.1986738920100355,-1.0190880458387717,-1.9319235889400976,-45.72192334313145,False,-0.0816978013780906,0,0.043311616795249315,1.0750138526049584,0.8859830445317577,0.6569332144865887,-0.758956311869886,0.9859465445744273,0.4194264294606588,-0.6013684272528604,1607.4466937701281,-252.62779846642673,-423.0054441762048,48.92661733349288,94.31420966091038,221.56674803154598,-1487.6357872546034,-2050.210219356233,0.0
251,2024-06-09 14:38:57,-3049.809404958202,-0.5004287790871308,-1.0505329327717783,0.0,2024-06-09,59020,-2.225860346621565,-0.7688399072865925,-1.9319235889400976,-45.72192334306785,False,-0.07601017994182965,0,0.02806135234781247,0.9816260198191556,0.9215112916209105,1.0450887537811284,-1.0742682210036132,0.9417748841007306,0.5169060062192691,-0.6782780745040801,1607.4472726518802,-252.64190583063058,-422.99624493360614,49.11705018989517,94.15220212518015,221.55199564189292,-1487.6216500132398,-2050.223759145292,0.0
254,2024-06-10 22:27:04,-3049.809237555018,-0.5005926451745659,-1.0505329327717783,0.0,2024-06-10,59020,-2.008368709729328,-2.2703287385996673,-1.9319235889400976,-45.721923342980894,False,-0.0727778966947879,0,0.15989977320376103,1.8013689216947433,0.6587175655075138,-1.3100995111970735,0.78685235138991,1.2596069655463444,-0.1787399155737548,-0.0497466353101605,1607.477879208853,-252.52426487224636,-423.0538891726567,47.97044238313852,95.11882734590787,221.64762693623234,-1487.7237381967234,-2050.101114581754,0.0
257,2024-06-11 21:26:42,-3049.8086641991144,-0.5005872692518918,-1.0505329327717783,0.0,2024-06-11,59020,-2.035555164340858,-2.0200806000474882,-1.9319235889400976,-45.72192334291802,False,-0.06595085750857403,0,0.1440366573202008,1.700743427264124,0.6978295658294028,-0.9215991157749167,0.47177503599756915,1.215602488456912,-0.08771927576064723,-0.12196272645118833,1607.4793837636712,-252.53857836226211,-423.04444400229295,48.160878178995496,94.95679487858702,221.63286889216738,-1487.709357301856,-2050.1141106448767,0.0
258,2024-06-12 14:10:50,-3049.8082420292108,-0.5005637479309574,-1.0505329327717783,0.0,2024-06-12,59020,-2.225860346621565,-1.7698324614953092,-1.9319235889400976,-45.72192334287225,False,-0.061038660337632146,0,0.04249087336157436,0.9385134430827381,0.9071583893572434,-0.4620623172939144,0.23671518952916565,1.0321857702538952,0.543491304295139,-0.6207905499227847,1607.4652884774341,-252.66192050413056,-423.0070552865696,48.3630321183476,94.8079921494024,221.59519280776905,-1487.6063966039453,-2050.197930478669,0.0
259,2024-06-13 06:01:51,-3049.807804688394,-0.5005626063770069,-1.0505329327717783,0.0,2024-06-13,59020,-2.4433519835138022,-1.51958432294313,-1.9319235889400976,-45.72192334282891,False,-0.055795275181985945,0,-0.07337157327064817,0.06460477516345882,1.1457126847864951,0.009372156542790739,0.015010579477754783,0.8255347048373489,1.2638484956969234,-1.1892767940855047,1607.4491110199085,-252.8035183294827,-422.9648794142054,48.567138718611666,94.6613780078825,221.55369024278664,-1487.4884881828748,-2050.2932399714423,0.0
263,2024-06-14 19:34:18,-3049.8069734269607,-0.5005733184007055,-1.0505329327717783,0.0,2024-06-14,59020,-2.089928073563917,-1.2693361843909508,-1.9319235889400976,-45.72192334272626,False,-0.04576678163910694,0,0.11061934279964797,1.5091903736227947,0.7865727072164195,0.23207329970998752,-0.4867571709958772,1.1068967011115478,0.09481868832929269,-0.2683084485535548,1607.4860123467026,-252.56328347347244,-423.0208840138419,48.730233870709206,94.46850907543053,221.59242266905673,-1487.6811746605777,-2050.1415952869097,0.0
265,2024-06-15 20:03:12,-3049.8062781806143,-0.500580818144683,-1.0505329327717783,0.0,2024-06-15,59020,-2.0627416189523875,-1.0190880458387717,-1.9319235889400976,-45.721923342659316,False,-0.0374010782705354,0,0.12347475140131231,1.6286951864596875,0.7693720978294162,0.5968961689475555,-0.8285436532508159,1.1092448931870484,0.006143184901463844,-0.19704700766949856,1607.4934291855823,-252.54135163953404,-423.02057993310495,48.916761984713204,94.30204288535278,221.5852927200678,-1487.6960402321595,-2050.1305479283174,0.0
266,2024-06-16 14:23:12,-3049.805660881375,-0.5005646903766607,-1.0505329327717783,0.0,2024-06-16,59020,-2.225860346621565,-0.7688399072865925,-1.9319235889400976,-45.72192334260919,False,-0.030052244844276252,0,0.03668675425535456,0.9764586851573402,0.9511661436810115,1.0445649018969332,-1.0770550836645396,0.9488996355836109,0.5488265439525256,-0.6221562628507485,1607.4836096883616,-252.64674428349522,-422.98744386476704,49.11695866746909,94.15097887288339,221.55140948210502,-1487.607176057821,-2050.201542596704,0.0
269,2024-06-17 22:41:32,-3049.80468994291,-0.5006042996439679,-1.0505329327717783,0.0,2024-06-17,59020,-2.008368709729328,-2.2703287385996673,-1.9319235889400976,-45.721923342520846,False,-0.01832553065050783,0,0.17114754962217768,1.802946025027874,0.6881609362134468,-1.3111455398615546,0.7832640687539754,1.2655880172496587,-0.13250738703219322,0.013616211716067144,1607.5208929816647,-252.52989477665045,-423.04349145177866,47.97032749835904,95.11737105653663,221.6469203615042,-1487.7064440557817,-2050.074770180661,0.0
271,2024-06-18 19:05:59,-3049.8031262925488,-0.5005633895361126,-1.0505329327717783,3.0,2024-06-18,59020,-2.089928073563917,-2.0200806000474882,-1.9319235889400976,-45.72192334246505,False,0.00036963538801898223,2,0.12991233917226955,1.4831559177471174,0.7873278178073158,-0.8992920658763228,0.49405722549689335,1.1737541871897081,0.15059821760881067,-0.1866675341002689,1607.5270829602628,-252.581824272525,-423.0223537201326,48.16464202688029,94.9594133823157,221.6243604095846,-1487.6585468357175,-2050.1053375906104,0.0
274,2024-06-19 18:04:55,-3049.8031597731847,-0.5005710352928044,431.22730136360946,3.0,2024-06-19,59020,-2.1171145281754464,-1.7698324614953092,-1.9319235889400976,-45.72192334240221,False,-3.2249228424119784e-05,2,0.36530406589712805,3.9165406911839353,1.4992182488618628,12.954962480801345,15.748182010982067,0.5831621581885339,-0.21350971094142043,0.7939703475713613,1612.7833407312257,-199.89791045099716,-408.983728219837,328.3218079403944,418.49187876766274,210.22954367473483,-1496.9683301887637,-2028.0582136374644,0.0
275,2024-06-20 21:44:26,-3049.8020627591977,-0.5006094897322779,-1.0505329327717783,3.0,2024-06-20,59020,-2.035555164340858,-1.51958432294313,-1.9319235889400976,-45.721923342326576,False,0.013075994862645239,2,0.15428886559249438,1.7205820841111468,0.7525330043046532,-0.16948548524983878,-0.1892199853533296,1.1790172941301038,-0.031696155244505815,-0.047970431493351985,1607.538728162165,-252.53756382629805,-423.0225034439354,48.53770758044968,94.62658912383597,221.6101525630827,-1487.6895712580108,-2050.085172540797,0.0
278,2024-06-21 21:33:43,-3049.818017328861,-0.5006035828542781,431.22730136360946,3.0,2024-06-21,59020,-2.035555164340858,-1.2693361843909508,-1.9319235889400976,-45.72192334226144,False,-0.1776690383835968,2,0.36118782236610103,4.2685581999697435,1.3727950384906025,13.676666686894412,15.06289023928871,0.6311816552213492,-0.6451546630641548,0.7731046167011809,1612.6469843002378,-199.8157828046859,-409.02493807492834,328.69332386097324,418.16194995635954,210.22163191220187,-1497.07469842517,-2028.1184950932757,0.0
281,2024-06-22 15:43:00,-3049.818275757526,-0.5005638143003732,431.22730136360946,3.0,2024-06-22,59020,-2.1986738920100355,-1.0190880458387717,-1.9319235889400976,-45.721923342211795,False,-0.18148032950263882,2,0.27173084594594604,3.6178729327736128,1.5503925433040435,14.12448033783062,14.814970962031737,0.47186465120497456,-0.11021556282180431,0.33432741587376086,1612.6283221390438,-199.92000374027597,-408.99393209179397,328.8935425045222,418.0111821887002,210.18788839148854,-1496.989338399492,-2028.1948587603097,0.0
284,2024-06-23 22:18:19,-3049.8169600731303,-0.5006057863188803,-1.0505329327717783,3.0,2024-06-23,59020,-2.008368709729328,-0.7688399072865925,-1.9319235889400976,-45.72192334212816,False,-0.16499199345516982,2,0.11883662690987196,1.8633272637478793,0.6905143563491878,0.952623341207755,-1.1758916122079937,1.1604135364503796,-0.2867086759807759,-0.22145519935637298,1607.3958026964103,-252.4871877496816,-423.0509448287211,49.101626286948736,94.13701801597401,221.58375333920765,-1487.7689872534602,-2050.173626328852,0.0
285,2024-06-24 14:54:48,-3049.816240239441,-0.5005617303007193,-1.0505329327717783,0.0,2024-06-24,59020,-2.225860346621565,-2.2703287385996673,-1.9319235889400976,-45.721923342082746,False,-0.15707925786517832,0,0.02517018168790259,0.9275062803856916,0.8810797263614409,-1.2137867426155255,0.8976372989283031,1.1051640164584942,0.4757106208439148,-0.7224593056752154,1607.392488568723,-252.66118904681028,-423.032234416548,47.98623894924349,95.13865275016776,221.6181283324798,-1487.6315889492626,-2050.2350751024624,0.0
289,2024-06-25 22:38:23,-3049.8150291820343,-0.5006024545742107,-1.0505329327717783,0.0,2024-06-25,59020,-2.008368709729328,-2.0200806000474882,-1.9319235889400976,-45.72192334199599,False,-0.14195883780937432,0,0.13915429183191097,1.8181000013619288,0.6670208372167882,-0.9318882538128985,0.4622690803732437,1.26975610613342,-0.24028395928775728,-0.14801102820931417,1607.4216949410659,-252.5125345305031,-423.0636695257078,48.15908732923242,94.95663238983816,221.63768082550033,-1487.7483871272973,-2050.139234576163,0.0
292,2024-06-26 20:07:00,-3049.8142429102068,-0.5005897116463907,-1.0505329327717783,0.0,2024-06-26,59020,-2.0627416189523875,-1.7698324614953092,-1.9319235889400976,-45.72192334193727,False,-0.13272663352102937,0,0.10960106425614816,1.6073975970635261,0.7352744342886662,-0.531616454672186,0.16035355338568022,1.2021854223406245,-0.056648124649950386,-0.2880726770066516,1607.4227466032416,-252.54529719100785,-423.0490469874678,48.351470074448436,94.7967315788873,221.61906678160966,-1487.718369541614,-2050.1627111914836,0.0
297,2024-06-27 21:52:51,-3049.8134320510367,-0.5005998794408804,-1.0505329327717783,0.0,2024-06-27,59020,-2.035555164340858,-1.51958432294313,-1.9319235889400976,-45.72192334186682,False,-0.12289313381131656,0,0.12280223435813681,1.7267468944943714,0.7186990569085224,-0.16681391604938353,-0.18151468322064204,1.204483535250723,-0.14427037933005565,-0.21504327136887946,1607.4313262700239,-252.5235191496849,-423.0484628297539,48.5379952793387,94.63022640248694,221.61191841224834,-1487.7327737623305,-2050.1509575587233,0.0
299,2024-06-28 18:29:23,-3049.812849801838,-0.5005719379168584,-1.0505329327717783,0.0,2024-06-28,59020,-2.1171145281754464,-1.2693361843909508,-1.9319235889400976,-45.72192334181047,False,-0.11625418117573139,0,0.07850848357209869,1.4064985060170136,0.8142903515640263,0.2453072170467628,-0.46998871050220775,1.1138901480454095,0.12820546693185056,-0.42922816587393625,1607.4279772245925,-252.57420989335782,-423.0296193222103,48.732335302883335,94.47259075158065,221.58951306089693,-1487.6887026393943,-2050.1873350786354,0.0
300,2024-06-29 14:37:24,-3049.812189605533,-0.5005561419959149,-1.0505329327717783,0.0,2024-06-29,59020,-2.225860346621565,-1.0190880458387717,-1.9319235889400976,-45.72192334175541,False,-0.10850702247150378,0,0.020201317933268563,0.9751216825710025,0.9391221191862114,0.6692837406037387,-0.7451747562130842,0.9999969642875375,0.4910077158865375,-0.7124796029061775,1607.4231622540692,-252.6432302827131,-423.00584365475834,48.92862606232397,94.3171227263311,221.5632711310678,-1487.6294317306415,-2050.2348314930477,0.0
303,2024-06-30 13:33:24,-3049.8116063100656,-0.5005623541732271,-1.0505329327717783,0.0,2024-06-30,59020,-2.253046801233095,-0.7688399072865925,-1.9319235889400976,-45.7219233416927,False,-0.10143694848424216,0,0.004339378915222399,0.8738464903363943,0.9785909624370479,1.0578126917156343,-1.0602382352174458,0.955993973509754,0.5815518273208803,-0.7841370399176959,1607.4248627562997,-252.6575769815139,-422.99634998115215,49.119061872072194,94.15508434876406,221.5485110116845,-1487.6149856922839,-2050.247712816009,0.0
304,2024-06-30 18:11:08,-3049.811555042841,-0.5005691105797484,-1.0505329327717783,0.0,2024-06-30,59020,-2.1171145281754464,-0.7688399072865925,-1.9319235889400976,-45.721923341680046,False,-0.10075337114977209,0,0.07562144619481646,1.4256472682253591,0.8361907173766088,0.998611037023629,-1.1268816706461464,1.0722089772592802,0.1310743533176534,-0.4299650995659122,1607.4371423917792,-252.5666202105679,-423.01981268329706,49.10929840104716,94.14408372339513,221.56762094189529,-1487.689086220239,-2050.1891362508204,0.0
305,2024-06-30 20:34:23,-3049.8108038210544,-0.5005691105797484,-1.0505329327717783,0.0,2024-06-30,59020,-2.0627416189523875,-0.7688399072865925,-1.9319235889400976,-45.72192334167352,False,-0.09174068906119665,0,0.10613207571675282,1.6463682357408709,0.7820754647893374,0.9747498702865057,-1.1540661736915665,1.1178310169639003,-0.041629475826630596,-0.2778416685140122,1607.4489578172263,-252.53113812054553,-423.02753024844895,49.10537441932784,94.13944961404313,221.57515135757316,-1487.7159476437052,-2050.161478586524,0.0
306,2024-06-30 21:24:53,-3049.8114974979962,-0.5005973308553163,431.22730136360946,0.0,2024-06-30,59020,-2.035555164340858,-0.7688399072865925,-1.9319235889400976,-45.721923341671214,False,-0.09978053373883347,0,0.371405259755233,4.28997855532767,1.426382666417866,14.428723606284288,14.401899802560921,0.5946215236284261,-0.5884996863122443,0.8449692149029302,1612.7054260294326,-199.81463174394156,-409.00322154794424,329.0701545716782,417.83177356671456,210.1989287084851,-1497.0552502362034,-2028.0901087890802,0.0
