序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
49,2020-07-29 18:43:02,42150.5714,81.91,0,0,2020-07-29
50,2020-07-30 18:50:12,42150.6126,82.0371,0,0,2020-07-30
51,2020-07-31 19:30:37,42150.6554,82.0225,0,0,2020-07-31
52,2020-08-01 01:23:29,42150.6658,82.579,0,0,2020-08-01
53,2020-08-01 19:35:27,42150.6991,82.1638,0,0,2020-08-01
54,2020-08-01 22:35:50,42150.7045,82.0127,0,0,2020-08-01
55,2020-08-02 17:28:27,42150.7392,82.8577,0,0,2020-08-02
56,2020-08-03 12:43:57,42150.7748,82.7522,0,0,2020-08-03
57,2020-08-03 22:13:42,42150.7921,82.3362,0,0,2020-08-03
58,2020-08-04 00:49:54,42150.7963,83.014,0,0,2020-08-04
59,2020-08-04 13:03:20,42150.819,83.044,0,0,2020-08-04
60,2020-08-04 21:56:42,42150.8355,82.4886,0,0,2020-08-04
61,2020-08-05 19:21:37,42150.8753,82.8536,0,0,2020-08-05
62,2020-08-06 17:57:09,42150.9179,83.3681,0,0,2020-08-06
63,2020-08-06 19:32:10,42150.9207,82.9748,0,0,2020-08-06
64,2020-08-07 06:18:42,42150.94,83.4278,0,0,2020-08-07
65,2020-08-07 18:04:20,42150.9624,83.4908,0,0,2020-08-07
66,2020-08-08 06:21:42,42150.9851,83.564,0,0,2020-08-08
67,2020-08-08 18:11:32,42151.0081,83.6124,0,0,2020-08-08
68,2020-08-09 00:05:14,42151.0185,83.7791,0,0,2020-08-09
69,2020-08-09 17:42:42,42151.0521,83.8928,0,0,2020-08-09
70,2020-08-10 17:51:42,42151.0983,84.0055,0,0,2020-08-10
71,2020-08-11 16:49:53,42151.1428,84.4184,0,0,2020-08-11
72,2020-08-11 17:59:42,42151.1451,84.1219,0,0,2020-08-11
73,2020-08-12 16:57:01,42151.1899,84.5442,0,0,2020-08-12
74,2020-08-13 00:21:38,42151.2047,84.6467,0,0,2020-08-13
75,2020-08-13 16:51:42,42151.2378,84.7181,0,0,2020-08-13
76,2020-08-13 18:47:24,42151.2417,84.2294,0,0,2020-08-13
77,2020-08-14 12:50:26,42151.2778,84.9263,0,0,2020-08-14
78,2020-08-15 05:14:42,42151.3112,84.9356,0,0,2020-08-15
79,2020-08-15 17:43:42,42151.3367,84.7952,0,0,2020-08-15
80,2020-08-15 19:07:06,42151.3395,84.475,0,0,2020-08-15
81,2020-08-16 20:55:04,42151.3927,84.5531,0,0,2020-08-16
82,2020-08-17 21:13:16,42151.4434,84.767,0,0,2020-08-17
83,2020-08-18 19:59:39,42151.4916,84.8677,0,0,2020-08-18
84,2020-08-19 13:53:17,42151.5299,86.002,0,0,2020-08-19
85,2020-08-19 19:54:44,42151.5428,85.0363,0,0,2020-08-19
86,2020-08-20 20:32:57,42151.5972,85.2226,0,0,2020-08-20
87,2020-08-21 20:51:48,42151.6521,85.4321,0,0,2020-08-21
88,2020-08-22 01:18:42,42151.6624,86.5251,0,0,2020-08-22
89,2020-08-22 18:08:45,42151.7022,85.7374,0,0,2020-08-22
90,2020-08-23 21:26:40,42151.7678,85.8998,0,0,2020-08-23
91,2020-08-24 21:34:22,42151.8277,86.1137,0,0,2020-08-24
92,2020-08-24 23:22:10,42151.8325,86.6422,0,0,2020-08-24
93,2020-08-25 16:47:03,42151.8773,86.5117,0,0,2020-08-25
94,2020-08-26 01:03:26,42151.8991,87.188,0,0,2020-08-26
95,2020-08-27 17:01:26,42152.0067,86.7333,0,0,2020-08-27
96,2020-08-27 21:06:45,42152.0176,86.548,0,0,2020-08-27
97,2020-08-28 10:48:22,42152.0554,86.9928,0,0,2020-08-28
98,2020-08-28 21:21:45,42152.0851,86.7883,0,0,2020-08-28
99,2020-08-29 11:06:45,42152.1235,87.262,0,0,2020-08-29
100,2020-08-29 18:10:12,42152.1437,86.7719,0,0,2020-08-29
101,2020-08-29 23:14:34,42152.1577,87.525,0,0,2020-08-29
102,2020-08-30 21:45:17,42152.2213,87.2596,0,0,2020-08-30
103,2020-08-31 18:48:13,42152.2815,87.0042,0,0,2020-08-31
104,2020-09-01 01:14:29,42152.2992,88.1856,0,0,2020-09-01
105,2020-09-01 21:08:27,42152.3557,87.4458,0,0,2020-09-01
106,2020-09-01 22:25:49,42152.3594,87.8275,0,0,2020-09-01
107,2020-09-02 21:27:44,42152.4247,87.713,0,0,2020-09-02
108,2020-09-03 21:39:38,42152.493,87.95,0,0,2020-09-03
109,2020-09-03 22:56:57,42152.4966,88.3351,0,0,2020-09-03
110,2020-09-04 21:59:09,42152.5616,88.2273,0,0,2020-09-04
111,2020-09-05 00:55:53,42152.57,88.8069,0,0,2020-09-05
112,2020-09-05 17:44:36,42152.6182,87.8516,0,0,2020-09-05
113,2020-09-06 01:20:41,42152.6395,88.9448,0,0,2020-09-06
114,2020-09-06 14:46:45,42152.6779,88.678,0,0,2020-09-06
115,2020-09-07 02:50:16,42152.7121,88.827,0,0,2020-09-07
116,2020-09-07 21:23:52,42152.7656,88.575,0,0,2020-09-07
117,2020-09-08 02:57:29,42152.7813,88.9264,0,0,2020-09-08
118,2020-09-08 16:44:21,42152.8213,88.4531,0,0,2020-09-08
119,2020-09-09 03:04:39,42152.851,89.023,0,0,2020-09-09
120,2020-09-09 18:43:43,42152.897,88.3831,0,0,2020-09-09
121,2020-09-10 15:38:42,42152.958,88.9871,0,0,2020-09-10
122,2020-09-10 19:08:33,42152.9684,88.5682,0,0,2020-09-10
123,2020-09-11 03:32:42,42152.9928,89.1412,0,0,2020-09-11
124,2020-09-12 01:21:49,42153.0575,89.7949,0,0,2020-09-12
125,2020-09-12 17:44:43,42153.1059,88.8454,0,0,2020-09-12
126,2020-09-13 01:42:10,42153.1295,89.8742,0,0,2020-09-13
127,2020-09-13 20:00:15,42153.1844,89.2084,0,0,2020-09-13
128,2020-09-14 13:47:47,42153.2376,89.9484,0,0,2020-09-14
129,2020-09-14 15:43:54,42153.2435,89.4766,0,0,2020-09-14
130,2020-09-15 02:04:16,42153.2746,90.0525,0,0,2020-09-15
131,2020-09-15 20:39:40,42153.3312,89.7217,0,0,2020-09-15
132,2020-09-16 03:28:42,42153.3516,89.7806,0,0,2020-09-16
133,2020-09-16 20:58:15,42153.406,89.9827,0,0,2020-09-16
134,2020-09-17 02:56:42,42153.4239,90.0588,0,0,2020-09-17
135,2020-09-17 14:22:02,42153.4598,90.2051,0,0,2020-09-17
136,2020-09-18 01:38:39,42153.4948,90.5304,0,0,2020-09-18
137,2020-09-19 02:32:54,42153.5741,90.4149,0,0,2020-09-19
138,2020-09-19 21:41:24,42153.6363,90.689,0,0,2020-09-19
139,2020-09-20 11:28:19,42153.6814,90.9398,0,0,2020-09-20
140,2020-09-20 17:55:39,42153.7032,89.9855,0,0,2020-09-20
141,2020-09-21 02:47:12,42153.7326,90.5813,0,0,2020-09-21
142,2020-09-21 22:23:55,42153.7993,91.169,0,0,2020-09-21
143,2020-09-22 01:15:12,42153.8091,91.111,0,0,2020-09-22
144,2020-09-22 20:06:29,42153.8747,90.7063,0,0,2020-09-22
145,2020-09-23 14:26:58,42153.9391,90.9079,0,0,2020-09-23
146,2020-09-23 21:20:03,42153.9632,91.2294,0,0,2020-09-23
147,2020-09-24 13:29:01,42154.0212,91.2654,0,0,2020-09-24
148,2020-09-24 16:59:48,42154.0338,90.5425,0,0,2020-09-24
149,2020-09-25 00:38:57,42154.0607,91.5948,0,0,2020-09-25
150,2020-09-25 22:03:12,42154.1386,91.7066,0,0,2020-09-25
151,2020-09-26 01:08:57,42154.1495,91.6109,0,0,2020-09-26
152,2020-09-26 20:43:01,42154.2212,91.5222,0,0,2020-09-26
153,2020-09-27 01:12:09,42154.2369,91.7133,0,0,2020-09-27
154,2020-09-27 21:19:57,42154.3106,91.8455,0,0,2020-09-27
155,2020-09-28 15:09:42,42154.3759,91.3045,0,0,2020-09-28
156,2020-09-29 02:00:57,42154.4148,91.7104,0,0,2020-09-29
157,2020-09-29 14:04:48,42154.4594,91.6867,0,0,2020-09-29
158,2020-09-30 14:11:57,42154.5471,91.7652,0,0,2020-09-30
159,2020-10-01 14:19:10,42154.6348,91.8428,0,0,2020-10-01
160,2020-10-01 22:05:19,42154.6628,92.5666,0,0,2020-10-01
161,2020-10-02 02:22:42,42154.6779,91.9237,0,0,2020-10-02
162,2020-10-02 21:06:58,42154.7465,92.5277,0,0,2020-10-02
163,2020-10-03 02:29:54,42154.7662,91.9943,0,0,2020-10-03
164,2020-10-03 21:07:48,42154.8342,92.6733,0,0,2020-10-03
165,2020-10-04 00:53:50,42154.8474,92.557,0,0,2020-10-04
166,2020-10-04 13:36:42,42154.8939,92.3456,0,0,2020-10-04
167,2020-10-04 20:05:03,42154.9177,92.5385,0,0,2020-10-04
168,2020-10-05 13:04:31,42154.9799,92.5872,0,0,2020-10-05
169,2020-10-05 14:47:47,42154.9861,92.1585,0,0,2020-10-05
170,2020-10-06 01:08:05,42155.0239,92.6975,0,0,2020-10-06
171,2020-10-06 13:11:39,42155.0682,92.6609,0,0,2020-10-06
172,2020-10-07 01:15:15,42155.1122,92.7634,0,0,2020-10-07
173,2020-10-07 13:18:49,42155.1564,92.7324,0,0,2020-10-07
174,2020-10-08 01:22:24,42155.201,92.8274,0,0,2020-10-08
175,2020-10-08 21:09:14,42155.2738,93.3634,0,0,2020-10-08
176,2020-10-09 01:29:22,42155.2901,92.8908,0,0,2020-10-09
177,2020-10-09 13:45:42,42155.3352,92.8174,0,0,2020-10-09
178,2020-10-10 01:36:30,42155.3795,92.9527,0,0,2020-10-10
179,2020-10-10 21:54:11,42155.4551,93.706,0,0,2020-10-10
180,2020-10-11 13:47:18,42155.5139,93.0093,0,0,2020-10-11
181,2020-10-11 22:00:35,42155.5448,93.8297,0,0,2020-10-11
182,2020-10-12 13:54:26,42155.6039,93.0787,0,0,2020-10-12
183,2020-10-12 21:00:52,42155.6313,93.8589,0,0,2020-10-12
184,2020-10-13 14:01:33,42155.6949,93.1491,0,0,2020-10-13
185,2020-10-13 21:00:11,42155.7216,93.9833,0,0,2020-10-13
186,2020-10-14 00:21:52,42155.7339,93.6911,0,0,2020-10-14
187,2020-10-14 16:16:08,42155.795,93.0336,0,0,2020-10-14
188,2020-10-15 13:53:39,42155.8779,93.3728,0,0,2020-10-15
189,2020-10-15 21:50:15,42155.9085,94.2872,0,0,2020-10-15
190,2020-10-16 00:38:41,42155.9194,93.7943,0,0,2020-10-16
191,2020-10-16 12:25:42,42155.9656,93.834,0,0,2020-10-16
192,2020-10-16 18:34:12,42155.9894,93.7616,0,0,2020-10-16
193,2020-10-17 01:00:13,42156.0144,93.7778,0,0,2020-10-17
194,2020-10-17 22:27:53,42156.1001,94.4666,0,0,2020-10-17
195,2020-10-18 01:17:46,42156.1116,93.7813,0,0,2020-10-18
196,2020-10-18 13:45:44,42156.162,93.6846,0,0,2020-10-18
197,2020-10-19 00:57:35,42156.2071,93.9656,0,0,2020-10-19
198,2020-10-19 21:31:22,42156.292,94.7242,0,0,2020-10-19
199,2020-10-20 13:08:18,42156.3568,94.0107,0,0,2020-10-20
200,2020-10-21 00:36:04,42156.4047,94.241,0,0,2020-10-21
201,2020-10-22 13:22:37,42156.5605,94.1288,0,0,2020-10-22
202,2020-10-22 20:39:27,42156.5913,95.002,0,0,2020-10-22
203,2020-10-23 13:43:48,42156.6641,94.1431,0,0,2020-10-23
204,2020-10-23 20:54:24,42156.6947,95.1305,0,0,2020-10-23
205,2020-10-24 01:33:24,42156.7143,94.2268,0,0,2020-10-24
206,2020-10-24 18:05:18,42156.7855,94.6401,0,0,2020-10-24
207,2020-10-25 12:00:46,42156.8622,94.7176,0,0,2020-10-25
208,2020-10-25 20:00:35,42156.8964,95.2467,0,0,2020-10-25
209,2020-10-26 12:07:59,42156.9654,94.766,0,0,2020-10-26
210,2020-10-26 22:32:36,42157.0099,95.2785,0,0,2020-10-26
211,2020-10-27 00:57:53,42157.02,94.6197,0,0,2020-10-27
212,2020-10-27 12:15:05,42157.0688,94.8135,0,0,2020-10-27
213,2020-10-28 13:38:29,42157.1769,94.5874,0,0,2020-10-28
214,2020-10-29 12:29:25,42157.2744,94.9066,0,0,2020-10-29
215,2020-10-29 15:17:17,42157.2865,94.601,0,0,2020-10-29
216,2020-10-30 00:32:58,42157.326,94.9589,0,0,2020-10-30
217,2020-10-30 18:02:07,42157.4,95.3306,0,0,2020-10-30
218,2020-10-31 11:00:25,42157.4723,95.4291,0,0,2020-10-31
219,2020-10-31 21:43:11,42157.5182,95.8285,0,0,2020-10-31
220,2020-11-01 00:57:54,42157.5317,94.9954,0,0,2020-11-01
221,2020-11-01 13:46:23,42157.5863,94.8995,0,0,2020-11-01
222,2020-11-02 11:14:44,42157.6774,95.5136,0,0,2020-11-02
223,2020-11-02 23:18:16,42157.7289,95.5982,0,0,2020-11-02
224,2020-11-03 11:21:50,42157.7802,95.5526,0,0,2020-11-03
225,2020-11-04 11:28:57,42157.8828,95.59,0,0,2020-11-04
226,2020-11-04 21:24:52,42157.9254,96.1819,0,0,2020-11-04
227,2020-11-05 11:36:06,42157.9856,95.6261,0,0,2020-11-05
228,2020-11-06 11:43:08,42158.0882,95.6623,0,0,2020-11-06
229,2020-11-07 10:06:57,42158.1837,96.1219,0,0,2020-11-07
230,2020-11-07 11:50:13,42158.1908,95.6983,0,0,2020-11-07
231,2020-11-10 21:35:39,42158.5424,96.5592,0,0,2020-11-10
232,2020-11-11 10:35:29,42158.5988,96.2615,0,0,2020-11-11
233,2020-11-11 23:11:42,42158.6534,96.1805,0,0,2020-11-11
234,2020-11-12 10:55:56,42159.8181,96.2316,0,0,2020-11-12
235,2020-11-13 10:29:31,42158.8098,96.402,0,0,2020-11-13
236,2020-11-13 20:58:39,42158.8569,96.8665,0,0,2020-11-13
237,2020-11-15 11:04:01,42159.0295,96.3651,0,0,2020-11-15
238,2020-11-15 21:45:16,42159.0788,96.807,0,0,2020-11-15
239,2020-11-16 11:11:05,42159.141,96.3892,0,0,2020-11-16
240,2020-11-17 11:18:14,42159.2534,96.4133,0,0,2020-11-17
241,2020-11-18 11:25:23,42159.3661,96.4379,0,0,2020-11-18
242,2020-11-18 22:49:42,42159.4202,96.6445,0,0,2020-11-18
243,2020-11-20 10:01:42,42159.5861,96.879,0,0,2020-11-20
244,2020-11-20 22:28:42,42159.6444,96.8366,0,0,2020-11-20
245,2020-11-21 00:31:59,42159.6544,96.3564,0,0,2020-11-21
246,2020-11-21 20:25:08,42159.7483,97.4118,0,0,2020-11-21
247,2020-11-22 10:10:39,42159.8133,96.9304,0,0,2020-11-22
248,2020-11-22 19:15:34,42159.8562,97.5846,0,0,2020-11-22
249,2020-11-22 22:14:13,42159.87,96.991,0,0,2020-11-22
250,2020-11-23 22:21:16,42159.9835,96.9958,0,0,2020-11-23
251,2020-11-24 21:14:35,42160.0908,97.3553,0,0,2020-11-24
252,2020-11-25 10:31:58,42160.1527,96.9647,0,0,2020-11-25
253,2020-11-25 20:52:24,42160.2015,97.4906,0,0,2020-11-25
254,2020-11-25 22:35:32,42160.2094,97.0025,0,0,2020-11-25
255,2020-11-26 10:39:06,42160.2654,96.9753,0,0,2020-11-26
256,2020-11-26 21:46:33,42160.3175,97.2755,0,0,2020-11-26
257,2020-11-27 10:46:13,42160.3781,96.9866,0,0,2020-11-27
258,2020-11-28 01:05:14,42160.4445,96.7078,0,0,2020-11-28
259,2020-11-28 10:53:24,42160.4902,96.9986,0,0,2020-11-28
260,2020-11-29 11:00:29,42160.602,97.0125,0,0,2020-11-29
261,2020-11-29 21:20:48,42160.6502,97.4977,0,0,2020-11-29
262,2020-11-30 09:24:20,42160.706,97.4258,0,0,2020-11-30
263,2020-11-30 12:02:38,42160.7183,96.916,0,0,2020-11-30
264,2020-12-01 09:31:30,42160.8175,97.4265,0,0,2020-12-01
265,2020-12-01 20:47:08,42160.8699,97.7153,0,0,2020-12-01
266,2020-12-02 00:43:16,42160.8879,96.9082,0,0,2020-12-02
267,2020-12-02 22:47:32,42160.9899,97.1823,0,0,2020-12-02
268,2020-12-03 15:54:37,42161.0687,97.7731,0,0,2020-12-03
269,2020-12-04 09:52:35,42161.1505,97.4247,0,0,2020-12-04
270,2020-12-05 00:05:43,42161.2164,97.0551,0,0,2020-12-05
271,2020-12-05 20:20:02,42161.3091,97.9426,0,0,2020-12-05
272,2020-12-06 00:21:56,42161.3273,97.0882,0,0,2020-12-06
273,2020-12-06 09:24:42,42161.3686,97.5922,0,0,2020-12-06
274,2020-12-06 21:10:42,42161.4229,97.7254,0,0,2020-12-06
275,2020-12-07 09:32:42,42161.4795,97.5824,0,0,2020-12-07
276,2020-12-08 00:58:12,42161.5507,97.2068,0,0,2020-12-08
277,2020-12-09 09:27:42,42161.7015,97.6466,0,0,2020-12-09
278,2020-12-09 20:57:29,42161.7556,97.8467,0,0,2020-12-09
279,2020-12-10 18:31:56,42161.8574,98.4156,0,0,2020-12-10
280,2020-12-11 00:18:33,42161.8843,97.2868,0,0,2020-12-11
281,2020-12-11 07:52:42,42161.9202,98.0733,0,0,2020-12-11
282,2020-12-11 20:54:42,42161.9827,97.8908,0,0,2020-12-11
283,2020-12-12 00:36:12,42162.0,97.3442,0,0,2020-12-12
284,2020-12-12 21:09:49,42162.0995,97.8302,0,0,2020-12-12
285,2020-12-13 00:55:41,42162.1178,97.4227,0,0,2020-12-13
286,2020-12-13 19:33:41,42162.2086,98.2948,0,0,2020-12-13
287,2020-12-14 09:20:24,42162.2758,97.7619,0,0,2020-12-14
288,2020-12-15 09:27:31,42162.3944,97.748,0,0,2020-12-15
289,2020-12-15 21:31:06,42162.4541,97.7652,0,0,2020-12-15
290,2020-12-16 09:34:40,42162.5135,97.7346,0,0,2020-12-16
291,2020-12-16 14:04:17,42162.536,97.9768,0,0,2020-12-16
292,2020-12-16 21:38:14,42162.5732,97.7444,0,0,2020-12-16
293,2020-12-17 07:58:29,42162.6243,98.1335,0,0,2020-12-17
294,2020-12-17 20:02:04,42162.684,98.2066,0,0,2020-12-17
295,2020-12-18 20:09:02,42162.8028,98.1774,0,0,2020-12-18
296,2020-12-18 23:34:55,42162.8196,97.5174,0,0,2020-12-18
297,2020-12-19 08:12:35,42162.862,98.0879,0,0,2020-12-19
298,2020-12-19 22:18:58,42162.9312,97.6329,0,0,2020-12-19
299,2020-12-20 08:19:38,42162.9805,98.0625,0,0,2020-12-20
300,2020-12-20 21:25:07,42163.0447,97.8255,0,0,2020-12-20
301,2020-12-21 00:11:47,42163.0582,97.6082,0,0,2020-12-21
302,2020-12-21 08:26:40,42163.0985,98.0355,0,0,2020-12-21
303,2020-12-21 21:34:05,42163.1627,97.7936,0,0,2020-12-21
304,2020-12-22 08:33:50,42163.2163,98.0072,0,0,2020-12-22
305,2020-12-23 00:47:54,42163.295,97.7634,0,0,2020-12-23
306,2020-12-23 08:40:56,42163.3334,97.979,0,0,2020-12-23
307,2020-12-24 19:38:42,42163.503,98.3194,0,0,2020-12-24
308,2020-12-25 08:55:04,42163.5667,97.9233,0,0,2020-12-25
309,2020-12-25 20:58:38,42163.625,97.9339,0,0,2020-12-25
310,2020-12-26 09:02:13,42163.6827,97.8966,0,0,2020-12-26
311,2020-12-26 21:25:33,42163.7424,97.8255,0,0,2020-12-26
312,2020-12-27 00:25:54,42163.7567,97.7993,0,0,2020-12-27
313,2020-12-27 19:29:34,42163.8478,98.3404,0,0,2020-12-27
314,2020-12-28 00:44:11,42163.8728,97.8868,0,0,2020-12-28
315,2020-12-28 21:07:05,42163.97,97.8829,0,0,2020-12-28
316,2020-12-29 01:02:44,42163.9885,97.9851,0,0,2020-12-29
317,2020-12-29 20:48:54,42164.0824,97.9465,0,0,2020-12-29
318,2020-12-30 20:06:42,42164.1926,98.1236,0,0,2020-12-30
319,2020-12-31 00:05:15,42164.2111,97.8174,0,0,2020-12-31
320,2021-01-01 21:33:22,42164.4247,97.7727,0,0,2021-01-01
321,2021-01-02 08:08:35,42164.4741,98.0349,0,0,2021-01-02
322,2021-01-02 21:54:01,42164.5388,97.726,0,0,2021-01-02
323,2021-01-03 00:59:16,42164.5531,98.0774,0,0,2021-01-03
324,2021-01-03 08:15:36,42164.5868,97.9948,0,0,2021-01-03
325,2021-01-03 20:50:04,42164.6459,97.8825,0,0,2021-01-03
326,2021-01-04 08:22:45,42164.6997,97.9549,0,0,2021-01-04
327,2021-01-05 08:29:48,42164.813,97.9169,0,0,2021-01-05
328,2021-01-05 19:53:19,42164.8668,98.0828,0,0,2021-01-05
329,2021-01-06 00:19:15,42164.8876,97.9562,0,0,2021-01-06
330,2021-01-06 21:45:40,42164.9893,97.7097,0,0,2021-01-06
331,2021-01-07 00:37:13,42165.0028,98.0423,0,0,2021-01-07
332,2021-01-07 21:45:21,42165.104,97.7002,0,0,2021-01-07
333,2021-01-08 19:11:19,42165.2077,98.2122,0,0,2021-01-08
334,2021-01-09 07:14:46,42165.2663,98.1163,0,0,2021-01-09
335,2021-01-09 18:23:42,42165.321,98.4173,0,0,2021-01-09
336,2021-01-09 22:28:45,42165.3406,97.6833,0,0,2021-01-09
337,2021-01-10 21:15:49,42165.4527,97.7018,0,0,2021-01-10
338,2021-01-11 00:15:08,42165.4673,97.9844,0,0,2021-01-11
339,2021-01-11 19:32:36,42165.5623,98.0266,0,0,2021-01-11
340,2021-01-12 07:36:04,42165.6215,97.9535,0,0,2021-01-12
341,2021-01-12 19:39:37,42165.6812,97.965,0,0,2021-01-12
342,2021-01-12 21:09:42,42165.6885,97.6756,0,0,2021-01-12
343,2021-01-13 18:24:42,42165.7934,98.2908,0,0,2021-01-13
344,2021-01-13 19:46:42,42165.8001,97.904,0,0,2021-01-13
345,2021-01-14 18:20:42,42165.9111,98.2759,0,0,2021-01-14
346,2021-01-14 22:27:39,42165.931,97.6451,0,0,2021-01-14
347,2021-01-14 23:53:46,42165.938,97.9061,0,0,2021-01-14
348,2021-01-15 22:35:36,42166.0488,97.6504,0,0,2021-01-15
349,2021-01-16 18:44:42,42166.1466,98.0848,0,0,2021-01-16
350,2021-01-16 21:21:29,42166.1592,97.5787,0,0,2021-01-16
351,2021-01-17 18:55:42,42166.2635,97.9932,0,0,2021-01-17
352,2021-01-17 21:36:27,42166.2761,97.5537,0,0,2021-01-17
353,2021-01-18 18:47:42,42166.3785,97.9912,0,0,2021-01-18
354,2021-01-19 14:20:58,42166.4718,98.6327,0,0,2021-01-19
355,2021-01-19 18:45:48,42166.4931,97.9587,0,0,2021-01-19
356,2021-01-20 18:37:44,42166.6067,97.9541,0,0,2021-01-20
357,2021-01-21 17:16:43,42166.7141,98.2979,0,0,2021-01-21
358,2021-01-22 00:27:51,42166.7471,98.0158,0,0,2021-01-22
359,2021-01-22 23:08:47,42166.8537,97.6697,0,0,2021-01-22
360,2021-01-23 07:10:27,42166.8913,97.6559,0,0,2021-01-23
361,2021-01-23 19:15:45,42166.9482,97.6499,0,0,2021-01-23
362,2021-01-23 21:53:03,42166.9602,97.4374,0,0,2021-01-23
363,2021-01-24 07:17:12,42167.0031,97.5916,0,0,2021-01-24
364,2021-01-24 22:09:28,42167.0727,97.4479,0,0,2021-01-24
365,2021-01-24 23:46:04,42167.0799,97.7953,0,0,2021-01-24
366,2021-01-25 20:57:23,42167.1781,97.3401,0,0,2021-01-25
367,2021-01-26 00:04:46,42167.1921,97.8616,0,0,2021-01-26
368,2021-01-26 21:14:39,42167.2897,97.3113,0,0,2021-01-26
369,2021-01-27 00:23:26,42167.3034,97.9246,0,0,2021-01-27
370,2021-01-27 21:47:13,42167.4015,97.325,0,0,2021-01-27
371,2021-01-28 00:51:45,42167.415,98.0167,0,0,2021-01-28
372,2021-01-28 21:48:21,42167.5103,97.2996,0,0,2021-01-28
373,2021-01-28 23:23:56,42167.5173,97.6294,0,0,2021-01-28
374,2021-01-29 22:08:20,42167.62,97.3233,0,0,2021-01-29
375,2021-01-29 23:43:45,42167.627,97.6944,0,0,2021-01-29
376,2021-01-31 16:44:08,42167.8115,97.9337,0,0,2021-01-31
377,2021-01-31 22:46:03,42167.8384,97.403,0,0,2021-01-31
378,2021-02-01 23:04:15,42167.948,97.4519,0,0,2021-02-01
379,2021-02-02 19:51:03,42168.0422,97.0715,0,0,2021-02-02
