序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
77,2020-09-05 07:50:55,42252.4111,-135.6694,0,0,2020-09-05
78,2020-09-05 12:39:39,42252.3936,-135.6208,0,0,2020-09-05
79,2020-09-06 05:21:55,42252.3217,-136.0642,0,0,2020-09-06
80,2020-09-06 07:06:13,42252.313,-136.5703,0,0,2020-09-06
81,2020-09-07 09:59:51,42252.1944,-138.2601,0,0,2020-09-07
82,2020-09-08 10:21:15,42252.0833,-139.3791,0,0,2020-09-08
83,2020-09-09 06:53:41,42251.9864,-139.8637,0,0,2020-09-09
84,2020-09-10 06:53:53,42251.8706,-140.9812,0,0,2020-09-10
85,2020-09-10 07:15:49,42251.8683,-141.095,0,0,2020-09-10
86,2020-09-10 10:20:54,42251.8542,-141.6188,0,0,2020-09-10
87,2020-09-11 08:30:50,42251.7452,-142.5512,0,0,2020-09-11
88,2020-09-12 07:29:31,42251.6302,-143.3927,0,0,2020-09-12
89,2020-09-13 06:51:05,42251.5099,-144.306,0,0,2020-09-13
90,2020-09-13 17:56:12,42251.4581,-144.5269,0,0,2020-09-13
91,2020-09-14 08:51:47,42251.3792,-145.9583,0,0,2020-09-14
92,2020-09-15 08:41:49,42251.2555,-147.0353,0,0,2020-09-15
93,2020-09-15 18:09:30,42251.2101,-146.8148,0,0,2020-09-15
94,2020-09-16 08:54:31,42251.1261,-148.1828,0,0,2020-09-16
95,2020-09-17 08:03:29,42251.0072,-149.0968,0,0,2020-09-17
96,2020-09-18 10:13:44,42250.868,-150.5121,0,0,2020-09-18
97,2020-09-20 07:56:56,42250.6294,-152.3743,0,0,2020-09-20
98,2020-09-21 08:31:27,42250.4961,-153.6181,0,0,2020-09-21
99,2020-09-21 13:04:04,42250.4733,-153.3593,0,0,2020-09-21
100,2020-09-22 13:07:46,42250.3493,-154.4454,0,0,2020-09-22
101,2020-09-23 08:17:36,42250.2501,-155.7576,0,0,2020-09-23
102,2020-09-24 07:59:14,42250.1295,-156.7721,0,0,2020-09-24
103,2020-09-25 08:45:54,42250.0005,-158.0523,0,0,2020-09-25
104,2020-09-26 07:30:21,42249.8824,-158.8168,0,0,2020-09-26
105,2020-09-27 08:46:35,42249.7559,-160.2371,0,0,2020-09-27
106,2020-09-28 08:08:58,42249.6412,-161.1795,0,0,2020-09-28
107,2020-09-28 17:55:14,42249.595,-161.0044,0,0,2020-09-28
108,2020-09-29 08:07:00,42249.5249,-162.2587,0,0,2020-09-29
109,2020-09-29 18:01:58,42249.4756,-162.1248,0,0,2020-09-29
110,2020-09-30 08:14:44,42249.3947,-163.3769,0,0,2020-09-30
111,2020-09-30 18:08:53,42249.3462,-163.2443,0,0,2020-09-30
112,2020-10-01 13:13:44,42249.2536,-164.2596,0,0,2020-10-01
113,2020-10-01 18:15:35,42249.2288,-164.3635,0,0,2020-10-01
114,2020-10-02 08:43:47,42249.1578,-165.6585,0,0,2020-10-02
115,2020-10-02 18:22:29,42249.1118,-165.483,0,0,2020-10-02
116,2020-10-03 07:49:32,42249.0459,-166.5119,0,0,2020-10-03
117,2020-10-03 18:29:19,42248.9977,-166.6015,0,0,2020-10-03
118,2020-10-04 10:00:24,42248.9177,-167.986,0,0,2020-10-04
119,2020-10-04 18:36:04,42248.8763,-167.7173,0,0,2020-10-04
120,2020-10-05 12:00:52,42248.7957,-168.878,0,0,2020-10-05
121,2020-10-05 18:42:56,42248.7642,-168.8336,0,0,2020-10-05
122,2020-10-06 05:55:48,42248.7101,-169.1846,0,0,2020-10-06
123,2020-10-06 18:49:42,42248.6535,-169.9481,0,0,2020-10-06
124,2020-10-07 05:51:57,42248.6008,-170.244,0,0,2020-10-07
125,2020-10-07 18:56:34,42248.5439,-171.0619,0,0,2020-10-07
126,2020-10-08 08:29:29,42248.4808,-172.0733,0,0,2020-10-08
127,2020-10-08 19:03:10,42248.4351,-172.1725,0,0,2020-10-08
128,2020-10-09 07:57:19,42248.3805,-173.0069,0,0,2020-10-09
129,2020-10-09 14:43:52,42248.3514,-172.6017,0,0,2020-10-09
130,2020-10-10 05:37:56,42248.2816,-173.4055,0,0,2020-10-10
131,2020-10-10 16:43:22,42248.239,-173.6813,0,0,2020-10-10
132,2020-10-11 07:01:16,42248.1742,-174.8671,0,0,2020-10-11
133,2020-10-11 19:23:35,42248.1252,-175.4989,0,0,2020-10-11
134,2020-10-12 14:36:09,42248.0477,-175.8348,0,0,2020-10-12
135,2020-10-12 19:30:28,42248.0286,-176.6053,0,0,2020-10-12
136,2020-10-13 07:33:54,42247.9821,-177.1689,0,0,2020-10-13
137,2020-10-13 19:37:13,42247.9379,-177.7096,0,0,2020-10-13
138,2020-10-14 05:30:59,42247.9024,-177.6533,0,0,2020-10-14
139,2020-10-14 19:44:07,42247.8542,-178.8134,0,0,2020-10-14
140,2020-10-15 14:32:52,42247.7855,-179.0481,0,0,2020-10-15
141,2020-10-16 13:44:36,42247.7088,179.7287,0,0,2020-10-16
142,2020-10-16 19:57:39,42247.6885,178.9866,0,0,2020-10-16
143,2020-10-17 08:01:06,42247.6491,178.4419,0,0,2020-10-17
144,2020-10-17 20:04:33,42247.6139,177.8885,0,0,2020-10-17
145,2020-10-18 13:01:24,42247.5618,177.4291,0,0,2020-10-18
146,2020-10-18 20:11:22,42247.5426,176.7927,0,0,2020-10-18
147,2020-10-19 20:18:03,42247.4767,175.6993,0,0,2020-10-19
148,2020-10-20 07:53:03,42247.4536,175.2956,0,0,2020-10-20
149,2020-10-20 20:24:57,42247.4201,174.6063,0,0,2020-10-20
150,2020-10-21 07:09:45,42247.3944,174.4525,0,0,2020-10-21
151,2020-10-22 14:43:17,42247.3282,173.5375,0,0,2020-10-22
152,2020-10-23 08:36:25,42247.2922,171.9308,0,0,2020-10-23
153,2020-10-23 14:44:19,42247.2806,172.4803,0,0,2020-10-23
154,2020-10-23 19:02:09,42247.2744,171.874,0,0,2020-10-23
155,2020-10-24 07:04:40,42247.2522,171.303,0,0,2020-10-24
156,2020-10-24 19:09:01,42247.235,170.7777,0,0,2020-10-24
157,2020-10-25 13:08:42,42247.2088,170.0308,0,0,2020-10-25
158,2020-10-25 19:15:47,42247.2015,169.6822,0,0,2020-10-25
159,2020-10-26 14:37:51,42247.175,169.2861,0,0,2020-10-26
160,2020-10-26 19:22:34,42247.1677,168.5877,0,0,2020-10-26
161,2020-10-27 07:26:01,42247.155,168.0225,0,0,2020-10-27
162,2020-10-27 19:29:24,42247.1417,167.4929,0,0,2020-10-27
163,2020-10-28 07:32:49,42247.131,166.9317,0,0,2020-10-28
164,2020-10-29 07:39:42,42247.113,165.8407,0,0,2020-10-29
165,2020-10-29 19:43:02,42247.1029,165.3053,0,0,2020-10-29
166,2020-10-30 05:09:40,42247.0972,165.4528,0,0,2020-10-30
167,2020-10-30 19:49:51,42247.0905,164.2124,0,0,2020-10-30
168,2020-10-31 14:32:52,42247.0879,163.98,0,0,2020-10-31
169,2020-10-31 19:56:41,42247.0848,163.1196,0,0,2020-10-31
170,2020-11-01 05:20:03,42247.0829,163.3076,0,0,2020-11-01
171,2020-11-01 06:50:12,42247.082,162.9218,0,0,2020-11-01
172,2020-11-01 20:03:30,42247.0798,162.0284,0,0,2020-11-01
173,2020-11-02 14:24:36,42247.0823,161.8401,0,0,2020-11-02
174,2020-11-02 20:10:15,42247.0792,160.9384,0,0,2020-11-02
175,2020-11-03 05:15:49,42247.08,161.2084,0,0,2020-11-03
176,2020-11-03 08:13:47,42247.0809,160.4001,0,0,2020-11-03
177,2020-11-03 18:33:58,42247.0843,160.4099,0,0,2020-11-03
178,2020-11-04 14:21:08,42247.0936,159.7142,0,0,2020-11-04
179,2020-11-04 15:53:11,42247.0944,159.8608,0,0,2020-11-04
180,2020-11-05 14:18:40,42247.1096,158.6484,0,0,2020-11-05
181,2020-11-05 15:46:55,42247.1099,158.8035,0,0,2020-11-05
182,2020-11-05 20:30:23,42247.113,157.6733,0,0,2020-11-05
183,2020-11-06 06:50:49,42247.1231,157.6391,0,0,2020-11-06
184,2020-11-06 18:54:08,42247.1353,157.1314,0,0,2020-11-06
185,2020-11-07 07:14:07,42248.039,156.4722,0,0,2020-11-07
186,2020-11-07 08:11:40,42247.1431,156.1859,0,0,2020-11-07
187,2020-11-07 15:16:32,42247.1502,156.6665,0,0,2020-11-07
188,2020-11-10 19:21:25,42247.2725,152.7515,0,0,2020-11-10
189,2020-11-11 07:24:48,42247.2964,152.1834,0,0,2020-11-11
190,2020-11-12 06:55:45,42247.3449,151.272,0,0,2020-11-12
191,2020-11-13 13:12:08,42247.424,149.9249,0,0,2020-11-13
192,2020-11-13 15:12:51,42247.428,150.3034,0,0,2020-11-13
193,2020-11-14 14:11:36,42247.4885,149.0883,0,0,2020-11-14
194,2020-11-14 18:05:22,42247.4998,148.9232,0,0,2020-11-14
195,2020-11-15 14:23:58,42247.5581,148.0654,0,0,2020-11-15
196,2020-11-15 19:55:27,42247.573,147.2679,0,0,2020-11-15
197,2020-11-16 14:10:10,42247.6392,146.9564,0,0,2020-11-16
198,2020-11-16 18:19:04,42247.6514,146.7324,0,0,2020-11-16
199,2020-11-17 09:09:30,42247.7007,145.3738,0,0,2020-11-17
200,2020-11-17 19:09:42,42247.7325,145.3965,0,0,2020-11-17
201,2020-11-18 08:12:26,42247.7829,144.5276,0,0,2020-11-18
202,2020-11-18 18:32:37,42247.8195,144.5361,0,0,2020-11-18
203,2020-11-18 20:15:53,42247.8243,143.9733,0,0,2020-11-18
204,2020-11-19 20:25:42,42247.9221,142.8593,0,0,2020-11-19
205,2020-11-20 08:26:04,42247.9722,142.337,0,0,2020-11-20
206,2020-11-20 18:46:15,42248.0134,142.3313,0,0,2020-11-20
207,2020-11-20 20:29:31,42248.0201,141.7749,0,0,2020-11-20
208,2020-11-21 20:01:42,42248.1187,140.8473,0,0,2020-11-21
209,2020-11-22 06:56:25,42248.1709,140.633,0,0,2020-11-22
210,2020-11-22 18:59:53,42248.2241,140.1195,0,0,2020-11-22
211,2020-11-23 07:03:14,42248.2827,139.5282,0,0,2020-11-23
212,2020-11-23 19:06:41,42248.3354,139.0113,0,0,2020-11-23
213,2020-11-24 19:38:11,42248.4484,137.7635,0,0,2020-11-24
214,2020-11-25 07:16:53,42248.5123,137.3145,0,0,2020-11-25
215,2020-11-25 19:43:42,42248.5726,136.6585,0,0,2020-11-25
216,2020-11-26 07:23:38,42248.6337,136.2055,0,0,2020-11-26
217,2020-11-26 19:32:42,42248.6912,135.6446,0,0,2020-11-26
218,2020-11-27 19:33:49,42248.8121,134.5621,0,0,2020-11-27
219,2020-11-28 07:37:13,42248.8791,133.9835,0,0,2020-11-28
220,2020-11-29 07:23:12,42249.0107,132.9736,0,0,2020-11-29
221,2020-11-29 19:47:28,42249.0769,132.3274,0,0,2020-11-29
222,2020-11-30 07:50:53,42249.1442,131.7549,0,0,2020-11-30
223,2020-11-30 19:54:15,42249.2043,131.2097,0,0,2020-11-30
224,2020-12-01 07:57:40,42249.2772,130.6395,0,0,2020-12-01
225,2020-12-01 20:00:54,42249.3389,130.091,0,0,2020-12-01
226,2020-12-02 20:07:36,42249.4781,128.9706,0,0,2020-12-02
227,2020-12-03 08:11:03,42249.5502,128.4067,0,0,2020-12-03
228,2020-12-04 20:21:11,42249.7565,126.7267,0,0,2020-12-04
229,2020-12-05 20:35:42,42249.9041,125.5656,0,0,2020-12-05
230,2020-12-06 20:06:42,42250.047,124.6189,0,0,2020-12-06
231,2020-12-09 19:34:42,42250.4848,121.5086,0,0,2020-12-09
232,2020-12-10 19:22:42,42250.6401,120.4761,0,0,2020-12-10
233,2020-12-11 07:21:42,42250.7277,119.8963,0,0,2020-12-11
234,2020-12-11 20:17:42,42250.8105,119.0739,0,0,2020-12-11
235,2020-12-12 19:03:42,42250.9399,118.3797,0,0,2020-12-12
236,2020-12-13 19:38:58,42251.0912,117.0796,0,0,2020-12-13
237,2020-12-14 07:42:25,42251.1752,116.4832,0,0,2020-12-14
238,2020-12-15 07:49:10,42251.3366,115.3409,0,0,2020-12-15
239,2020-12-15 19:52:37,42251.4135,114.7882,0,0,2020-12-15
240,2020-12-16 07:55:56,42251.493,114.198,0,0,2020-12-16
241,2020-12-16 21:48:25,42251.5832,113.1779,0,0,2020-12-16
242,2020-12-17 08:02:45,42251.6542,113.0522,0,0,2020-12-17
243,2020-12-17 22:36:16,42251.7474,111.9848,0,0,2020-12-17
244,2020-12-18 08:09:32,42251.808,111.906,0,0,2020-12-18
245,2020-12-18 20:12:48,42251.8788,111.3429,0,0,2020-12-18
246,2020-12-19 08:16:13,42251.9579,110.7592,0,0,2020-12-19
247,2020-12-19 19:19:35,42252.0267,110.5197,0,0,2020-12-19
248,2020-12-20 08:22:53,42252.1146,109.6095,0,0,2020-12-20
249,2020-12-20 20:26:19,42252.1859,109.0378,0,0,2020-12-20
250,2020-12-21 08:29:41,42252.2586,108.4598,0,0,2020-12-21
251,2020-12-21 22:32:37,42252.3471,107.5093,0,0,2020-12-21
252,2020-12-22 08:36:28,42252.4085,107.3078,0,0,2020-12-22
253,2020-12-23 14:18:02,42252.5821,106.4963,0,0,2020-12-23
254,2020-12-24 19:10:12,42252.7453,104.9622,0,0,2020-12-24
255,2020-12-25 07:13:31,42252.8138,104.3299,0,0,2020-12-25
256,2020-12-25 19:16:53,42252.8811,103.7975,0,0,2020-12-25
257,2020-12-26 07:20:20,42252.9451,103.1671,0,0,2020-12-26
258,2020-12-26 23:00:09,42253.0358,101.8555,0,0,2020-12-26
259,2020-12-27 07:27:00,42253.0806,102.0023,0,0,2020-12-27
260,2020-12-28 00:44:37,42253.1716,100.9149,0,0,2020-12-28
261,2020-12-28 22:39:19,42253.2816,99.5949,0,0,2020-12-28
262,2020-12-29 20:48:54,42253.387,98.7803,0,0,2020-12-29
263,2020-12-30 21:03:16,42253.5017,97.5802,0,0,2020-12-30
264,2020-12-31 00:05:15,42253.5129,97.3897,0,0,2020-12-31
265,2021-01-01 18:53:50,42253.7054,95.988,0,0,2021-01-01
266,2021-01-01 20:04:15,42253.7108,95.5992,0,0,2021-01-01
267,2021-01-02 20:11:05,42253.8119,94.4228,0,0,2021-01-02
268,2021-01-03 08:14:28,42253.8708,93.8139,0,0,2021-01-03
269,2021-01-03 20:02:42,42253.9108,93.3276,0,0,2021-01-03
270,2021-01-04 08:21:07,42253.9582,92.642,0,0,2021-01-04
271,2021-01-05 08:27:55,42254.0394,91.469,0,0,2021-01-05
272,2021-01-05 20:25:42,42254.0785,90.922,0,0,2021-01-05
273,2021-01-06 08:34:44,42254.1248,90.2944,0,0,2021-01-06
274,2021-01-06 20:38:07,42254.1583,89.7152,0,0,2021-01-06
275,2021-01-07 08:41:28,42254.2023,89.1202,0,0,2021-01-07
276,2021-01-07 20:44:52,42254.2397,88.5367,0,0,2021-01-07
277,2021-01-08 08:48:16,42254.2783,87.9453,0,0,2021-01-08
278,2021-01-08 20:51:34,42254.3062,87.3598,0,0,2021-01-08
279,2021-01-09 08:55:00,42254.344,86.771,0,0,2021-01-09
280,2021-01-09 19:15:05,42254.373,86.7313,0,0,2021-01-09
281,2021-01-09 23:38:03,42254.384,85.8814,0,0,2021-01-09
282,2021-01-10 20:08:42,42254.4401,85.2864,0,0,2021-01-10
283,2021-01-11 19:28:42,42254.4908,84.3621,0,0,2021-01-11
284,2021-01-12 07:50:42,42254.5114,83.6247,0,0,2021-01-12
285,2021-01-12 19:35:28,42254.5373,83.1768,0,0,2021-01-12
286,2021-01-12 20:36:42,42254.541,82.8433,0,0,2021-01-12
287,2021-01-14 07:57:42,42254.5991,81.2908,0,0,2021-01-14
288,2021-01-14 19:48:54,42254.6188,80.8042,0,0,2021-01-14
289,2021-01-15 19:36:42,42254.6413,79.7236,0,0,2021-01-15
290,2021-01-17 00:47:14,42254.6749,77.9589,0,0,2021-01-17
291,2021-01-18 01:06:25,42254.6935,76.8638,0,0,2021-01-18
292,2021-01-18 20:15:47,42254.7014,76.0546,0,0,2021-01-18
293,2021-01-19 02:45:42,42254.7017,76.0545,0,0,2021-01-19
294,2021-01-19 20:22:32,42254.7039,74.8674,0,0,2021-01-19
295,2021-01-20 01:35:51,42254.7031,74.6538,0,0,2021-01-20
296,2021-01-20 20:29:17,42254.7011,73.6802,0,0,2021-01-20
297,2021-01-21 01:56:02,42254.7017,73.5698,0,0,2021-01-21
298,2021-01-21 18:52:49,42254.6926,73.0536,0,0,2021-01-21
299,2021-01-21 20:35:57,42254.68,72.4958,0,0,2021-01-21
300,2021-01-22 20:42:45,42254.6676,71.3093,0,0,2021-01-22
301,2021-01-23 02:23:13,42254.6625,71.3548,0,0,2021-01-23
302,2021-01-23 19:06:14,42254.6481,70.6827,0,0,2021-01-23
303,2021-01-23 20:49:30,42254.6459,70.1243,0,0,2021-01-23
304,2021-01-24 20:56:15,42254.6171,68.9406,0,0,2021-01-24
305,2021-01-25 19:19:47,42254.5813,68.3101,0,0,2021-01-25
306,2021-01-25 21:03:02,42254.5779,67.7585,0,0,2021-01-25
307,2021-01-26 19:26:30,42254.5362,67.1248,0,0,2021-01-26
308,2021-01-27 19:33:13,42254.4844,65.9397,0,0,2021-01-27
309,2021-01-27 20:36:49,42254.4821,65.5917,0,0,2021-01-27
310,2021-01-28 20:49:30,42254.4229,64.3793,0,0,2021-01-28
311,2021-01-29 19:31:42,42254.3649,63.6535,0,0,2021-01-29
312,2021-01-31 20:00:13,42254.2144,61.2059,0,0,2021-01-31
313,2021-02-02 02:30:23,42254.1202,59.8476,0,0,2021-02-02
314,2021-02-02 20:13:47,42254.058,58.8432,0,0,2021-02-02
315,2021-02-03 20:06:42,42253.9678,57.7409,0,0,2021-02-03
316,2021-02-04 20:27:18,42253.8813,56.4869,0,0,2021-02-04
317,2021-02-06 08:01:42,42253.7426,54.8622,0,0,2021-02-06
318,2021-02-07 08:09:42,42253.6442,53.6838,0,0,2021-02-07
319,2021-02-08 08:15:42,42253.5391,52.5174,0,0,2021-02-08
320,2021-02-08 20:45:02,42253.4811,51.8429,0,0,2021-02-08
321,2021-02-09 07:36:42,42253.4318,51.574,0,0,2021-02-09
322,2021-02-09 19:17:36,42253.3777,51.1826,0,0,2021-02-09
323,2021-02-09 21:00:52,42253.3689,50.6289,0,0,2021-02-09
324,2021-02-10 03:08:45,42253.3419,50.8177,0,0,2021-02-10
325,2021-02-10 21:07:35,42253.2576,49.4628,0,0,2021-02-10
326,2021-02-11 03:39:22,42253.2224,49.7566,0,0,2021-02-11
327,2021-02-11 19:31:09,42253.1508,48.8455,0,0,2021-02-11
328,2021-02-11 21:14:17,42253.1429,48.2991,0,0,2021-02-11
329,2021-02-11 23:31:30,42253.1308,47.965,0,0,2021-02-11
330,2021-02-12 20:03:31,42253.033,47.5374,0,0,2021-02-12
331,2021-02-13 19:44:40,42252.913,46.5121,0,0,2021-02-13
332,2021-02-13 20:40:42,42252.9068,46.207,0,0,2021-02-13
333,2021-02-14 19:51:23,42252.7864,45.3479,0,0,2021-02-14
334,2021-02-15 19:42:42,42252.6523,44.2704,0,0,2021-02-15
335,2021-02-16 07:18:26,42252.5858,43.7482,0,0,2021-02-16
336,2021-02-16 20:37:42,42252.5184,42.8457,0,0,2021-02-16
337,2021-02-17 20:01:42,42252.388,41.9188,0,0,2021-02-17
338,2021-02-19 04:23:31,42252.2079,40.7779,0,0,2021-02-19
339,2021-02-20 04:46:03,42252.0802,39.6619,0,0,2021-02-20
340,2021-02-20 20:31:52,42251.9864,38.394,0,0,2021-02-20
341,2021-02-20 23:32:53,42251.9681,37.8244,0,0,2021-02-20
342,2021-02-21 20:11:42,42251.85,37.3877,0,0,2021-02-21
343,2021-02-21 21:14:42,42251.8435,37.0601,0,0,2021-02-21
344,2021-02-22 00:50:15,42251.8218,36.8119,0,0,2021-02-22
345,2021-02-22 20:45:18,42251.697,36.094,0,0,2021-02-22
346,2021-02-23 20:22:42,42251.5578,35.1027,0,0,2021-02-23
347,2021-02-23 21:24:42,42251.5533,34.7884,0,0,2021-02-23
348,2021-02-24 21:22:42,42251.4087,33.6872,0,0,2021-02-24
349,2021-02-25 19:22:23,42251.2749,33.2087,0,0,2021-02-25
350,2021-02-26 03:36:01,42251.2284,32.8833,0,0,2021-02-26
351,2021-02-27 02:24:10,42251.0979,31.551,0,0,2021-02-27
352,2021-02-27 23:06:42,42250.9804,30.0534,0,0,2021-02-27
353,2021-02-28 21:25:56,42250.8452,29.2477,0,0,2021-02-28
354,2021-03-01 02:35:58,42250.8153,29.3769,0,0,2021-03-01
355,2021-03-01 19:49:26,42250.7128,28.6482,0,0,2021-03-01
356,2021-03-02 21:20:42,42250.5637,27.071,0,0,2021-03-02
357,2021-03-03 20:02:57,42250.4389,26.3773,0,0,2021-03-03
358,2021-03-04 20:09:39,42250.3059,25.2447,0,0,2021-03-04
359,2021-03-06 20:23:11,42250.0532,22.983,0,0,2021-03-06
360,2021-03-07 20:29:58,42249.9281,21.8554,0,0,2021-03-07
361,2021-03-08 00:45:06,42249.9072,21.3245,0,0,2021-03-08
362,2021-03-09 01:51:34,42249.7804,20.4294,0,0,2021-03-09
363,2021-03-09 20:43:23,42249.6812,19.6066,0,0,2021-03-09
364,2021-03-10 07:03:35,42249.6286,19.4772,0,0,2021-03-10
365,2021-03-11 19:13:45,42249.4575,17.9073,0,0,2021-03-11
366,2021-03-12 04:33:05,42249.4212,17.5948,0,0,2021-03-12
367,2021-03-12 21:03:44,42249.3437,16.2441,0,0,2021-03-12
368,2021-03-13 21:10:11,42249.2352,15.1292,0,0,2021-03-13
369,2021-03-14 21:17:00,42249.1276,14.0147,0,0,2021-03-14
370,2021-03-15 19:40:29,42249.0279,13.4415,0,0,2021-03-15
371,2021-03-16 02:49:49,42249.0022,13.0232,0,0,2021-03-16
372,2021-03-16 07:43:40,42248.982,12.792,0,0,2021-03-16
373,2021-03-17 01:34:41,42248.9135,11.681,0,0,2021-03-17
374,2021-03-18 08:09:42,42248.7825,10.5098,0,0,2021-03-18
