序号,时间,半长轴,星下点经度(°),异常值,控制状态,日期
1,2020-07-01 11:19:56,42180.6979,-159.8564,0,0,2020-07-01
2,2020-07-01 13:35:54,42180.6848,-160.4733,0,0,2020-07-01
3,2020-07-02 05:45:14,42180.6028,-160.7766,0,0,2020-07-02
4,2020-07-02 13:39:49,42180.5582,-160.7095,0,0,2020-07-02
5,2020-07-03 06:17:43,42180.481,-160.8145,0,0,2020-07-03
6,2020-07-03 11:22:05,42180.4555,-160.2945,0,0,2020-07-03
7,2020-07-03 13:31:19,42180.4426,-160.8887,0,0,2020-07-03
8,2020-07-04 13:39:37,42180.3281,-161.1429,0,0,2020-07-04
9,2020-07-04 15:21:41,42180.32,-161.4553,0,0,2020-07-04
10,2020-07-05 13:23:08,42180.2114,-161.2827,0,0,2020-07-05
11,2020-07-05 15:41:28,42180.2002,-161.6751,0,0,2020-07-05
12,2020-07-06 13:48:13,42180.0876,-161.6054,0,0,2020-07-06
13,2020-07-06 16:01:54,42180.0759,-161.8715,0,0,2020-07-06
14,2020-07-07 11:56:32,42179.9821,-161.292,0,0,2020-07-07
15,2020-07-07 15:16:39,42179.9594,-162.0557,0,0,2020-07-07
16,2020-07-08 10:49:22,42179.8708,-161.2336,0,0,2020-07-08
17,2020-07-08 13:27:34,42179.8621,-161.9392,0,0,2020-07-08
18,2020-07-08 18:08:28,42179.8357,-161.9091,0,0,2020-07-08
19,2020-07-09 10:48:10,42179.754,-161.4351,0,0,2020-07-09
20,2020-07-09 13:14:56,42179.7366,-162.0902,0,0,2020-07-09
21,2020-07-10 11:18:08,42179.6283,-161.7497,0,0,2020-07-10
22,2020-07-10 13:11:42,42179.6193,-162.2835,0,0,2020-07-10
23,2020-07-10 15:37:47,42179.6081,-162.656,0,0,2020-07-10
24,2020-07-11 13:20:20,42179.4939,-162.5273,0,0,2020-07-11
25,2020-07-12 06:28:59,42179.4179,-162.3831,0,0,2020-07-12
26,2020-07-12 13:26:57,42179.3792,-162.7602,0,0,2020-07-12
27,2020-07-13 13:51:00,42179.2529,-163.0528,0,0,2020-07-13
28,2020-07-14 12:24:17,42179.1432,-162.877,0,0,2020-07-14
29,2020-07-14 18:23:08,42179.1177,-162.9142,0,0,2020-07-14
30,2020-07-15 12:25:51,42179.0245,-163.0862,0,0,2020-07-15
31,2020-07-16 12:49:45,42178.898,-163.3985,0,0,2020-07-16
32,2020-07-17 00:28:42,42178.8393,-163.5819,0,0,2020-07-17
33,2020-07-17 12:42:29,42178.7737,-163.5615,0,0,2020-07-17
34,2020-07-18 12:47:07,42178.6567,-163.7789,0,0,2020-07-18
35,2020-07-18 16:34:09,42178.6404,-164.0124,0,0,2020-07-18
36,2020-07-19 09:34:11,42178.5447,-163.1955,0,0,2020-07-19
37,2020-07-19 12:54:16,42178.5279,-164.003,0,0,2020-07-19
38,2020-07-19 16:49:15,42178.5077,-164.1307,0,0,2020-07-19
39,2020-07-20 08:18:02,42178.4348,-163.3627,0,0,2020-07-20
40,2020-07-20 14:22:24,42178.4033,-164.4672,0,0,2020-07-20
41,2020-07-21 06:44:55,42178.3231,-163.8117,0,0,2020-07-21
42,2020-07-21 11:42:21,42178.2978,-164.0471,0,0,2020-07-21
43,2020-07-22 14:40:18,42178.1632,-164.8445,0,0,2020-07-22
44,2020-07-23 13:35:36,42178.0439,-164.9038,0,0,2020-07-23
45,2020-07-24 11:18:28,42177.9348,-164.4963,0,0,2020-07-24
46,2020-07-25 13:27:32,42177.8069,-165.2395,0,0,2020-07-25
47,2020-07-26 05:21:13,42177.7278,-164.9959,0,0,2020-07-26
48,2020-07-26 12:00:39,42177.6986,-165.0708,0,0,2020-07-26
49,2020-07-27 12:07:38,42177.5751,-165.2848,0,0,2020-07-27
50,2020-07-28 11:06:25,42177.4629,-165.1711,0,0,2020-07-28
51,2020-07-28 13:16:26,42177.4503,-165.7338,0,0,2020-07-28
52,2020-07-29 15:20:17,42177.3299,-165.98,0,0,2020-07-29
53,2020-07-30 13:16:53,42177.2264,-166.0801,0,0,2020-07-30
54,2020-07-31 11:04:53,42177.1218,-165.6984,0,0,2020-07-31
55,2020-07-31 12:45:27,42177.1167,-166.1506,0,0,2020-07-31
56,2020-08-01 05:57:44,42177.0356,-165.6996,0,0,2020-08-01
57,2020-08-01 14:31:40,42176.9947,-166.502,0,0,2020-08-01
58,2020-08-02 12:24:55,42176.8957,-166.415,0,0,2020-08-02
59,2020-08-03 12:20:19,42176.7882,-166.5669,0,0,2020-08-03
60,2020-08-03 15:07:14,42176.7778,-166.7692,0,0,2020-08-03
61,2020-08-04 11:09:58,42176.6766,-166.4174,0,0,2020-08-04
62,2020-08-04 13:51:01,42176.6614,-166.962,0,0,2020-08-04
63,2020-08-05 11:02:03,42176.5613,-166.5486,0,0,2020-08-05
64,2020-08-05 14:10:31,42176.5503,-167.1259,0,0,2020-08-05
65,2020-08-06 07:28:06,42176.4735,-166.148,0,0,2020-08-06
66,2020-08-06 11:35:08,42176.4544,-166.8761,0,0,2020-08-06
67,2020-08-06 14:29:45,42176.4389,-167.268,0,0,2020-08-06
68,2020-08-07 12:19:34,42176.3298,-167.2265,0,0,2020-08-07
69,2020-08-07 14:56:26,42176.3222,-167.3749,0,0,2020-08-07
70,2020-08-08 09:08:20,42176.2305,-166.5623,0,0,2020-08-08
71,2020-08-08 11:49:20,42176.2232,-167.2697,0,0,2020-08-08
72,2020-08-09 11:02:43,42176.0989,-167.2176,0,0,2020-08-09
73,2020-08-10 11:16:03,42175.9909,-167.4448,0,0,2020-08-10
74,2020-08-10 13:45:01,42175.9803,-167.8716,0,0,2020-08-10
75,2020-08-11 05:36:20,42175.9057,-167.166,0,0,2020-08-11
76,2020-08-11 14:48:04,42175.8591,-167.9527,0,0,2020-08-11
77,2020-08-12 11:13:21,42175.7629,-167.7531,0,0,2020-08-12
78,2020-08-12 17:51:38,42175.7334,-167.4274,0,0,2020-08-12
79,2020-08-13 05:41:57,42175.6754,-167.4005,0,0,2020-08-13
80,2020-08-13 13:03:46,42175.6395,-168.2735,0,0,2020-08-13
81,2020-08-14 11:11:47,42175.5317,-168.0596,0,0,2020-08-14
82,2020-08-15 11:45:58,42175.4173,-168.3575,0,0,2020-08-15
83,2020-08-15 14:20:51,42175.401,-168.5435,0,0,2020-08-15
84,2020-08-15 17:12:22,42175.387,-167.9477,0,0,2020-08-15
85,2020-08-16 11:04:39,42175.3023,-168.3345,0,0,2020-08-16
86,2020-08-17 11:25:09,42175.1904,-168.5752,0,0,2020-08-17
87,2020-08-17 14:49:10,42175.1758,-168.7372,0,0,2020-08-17
88,2020-08-18 10:58:18,42175.0731,-168.6068,0,0,2020-08-18
89,2020-08-18 15:05:21,42175.0515,-168.8097,0,0,2020-08-18
90,2020-08-19 13:50:15,42174.9483,-169.1067,0,0,2020-08-19
91,2020-08-19 16:48:19,42174.9345,-168.5275,0,0,2020-08-19
92,2020-08-20 17:05:11,42174.8164,-168.5835,0,0,2020-08-20
93,2020-08-21 12:50:25,42174.7236,-169.37,0,0,2020-08-21
94,2020-08-21 17:25:47,42174.7028,-168.6357,0,0,2020-08-21
95,2020-08-22 14:31:11,42174.5971,-169.3927,0,0,2020-08-22
96,2020-08-23 11:33:19,42174.5042,-169.4665,0,0,2020-08-23
97,2020-08-23 16:33:25,42174.479,-169.0468,0,0,2020-08-23
98,2020-08-24 10:59:33,42174.3946,-169.4768,0,0,2020-08-24
99,2020-08-24 12:30:50,42174.3873,-169.7388,0,0,2020-08-24
100,2020-08-24 15:18:48,42174.3738,-169.4583,0,0,2020-08-24
101,2020-08-25 14:58:04,42174.2686,-169.6475,0,0,2020-08-25
102,2020-08-26 11:11:41,42174.1763,-169.7986,0,0,2020-08-26
103,2020-08-26 14:24:50,42174.1612,-169.8692,0,0,2020-08-26
104,2020-08-27 05:26:49,42174.0981,-169.1223,0,0,2020-08-27
105,2020-08-27 14:43:28,42174.0602,-169.9194,0,0,2020-08-27
106,2020-08-28 11:24:56,42173.9643,-170.1097,0,0,2020-08-28
107,2020-08-28 14:47:47,42173.9497,-170.0106,0,0,2020-08-28
108,2020-08-29 10:46:49,42173.8628,-170.1041,0,0,2020-08-29
109,2020-08-29 14:29:00,42173.8448,-170.1826,0,0,2020-08-29
110,2020-08-30 10:38:27,42173.7548,-170.2013,0,0,2020-08-30
111,2020-08-31 09:22:52,42173.6532,-169.9872,0,0,2020-08-31
112,2020-08-31 18:47:23,42173.617,-169.7427,0,0,2020-08-31
113,2020-09-01 10:22:21,42173.5461,-170.3945,0,0,2020-09-01
114,2020-09-01 14:36:00,42173.529,-170.4692,0,0,2020-09-01
115,2020-09-02 11:56:14,42173.4392,-170.804,0,0,2020-09-02
116,2020-09-02 16:32:02,42173.4137,-170.1216,0,0,2020-09-02
117,2020-09-03 10:12:30,42173.3343,-170.6088,0,0,2020-09-03
118,2020-09-03 13:35:45,42173.3225,-170.8604,0,0,2020-09-03
119,2020-09-04 10:04:14,42173.2305,-170.6996,0,0,2020-09-04
120,2020-09-04 12:34:08,42173.219,-171.052,0,0,2020-09-04
121,2020-09-05 03:14:53,42173.1551,-170.5982,0,0,2020-09-05
122,2020-09-05 12:02:08,42173.113,-171.1547,0,0,2020-09-05
123,2020-09-05 15:49:22,42173.0962,-170.569,0,0,2020-09-05
124,2020-09-06 05:18:53,42173.0353,-170.2024,0,0,2020-09-06
125,2020-09-06 13:44:13,42172.9944,-171.1379,0,0,2020-09-06
126,2020-09-07 08:29:47,42172.9077,-170.6345,0,0,2020-09-07
127,2020-09-07 14:41:21,42172.8844,-171.029,0,0,2020-09-07
128,2020-09-08 13:22:56,42172.7818,-171.3897,0,0,2020-09-08
129,2020-09-09 05:09:34,42172.7125,-170.5186,0,0,2020-09-09
130,2020-09-09 10:37:29,42172.6901,-171.4338,0,0,2020-09-09
131,2020-09-09 12:43:53,42172.6777,-171.5637,0,0,2020-09-09
132,2020-09-10 05:48:57,42172.5958,-170.5721,0,0,2020-09-10
133,2020-09-10 10:46:50,42172.5745,-171.5752,0,0,2020-09-10
134,2020-09-11 09:04:42,42172.4755,-171.2799,0,0,2020-09-11
135,2020-09-11 10:55:51,42172.4677,-171.7099,0,0,2020-09-11
136,2020-09-12 13:08:52,42172.3479,-171.7962,0,0,2020-09-12
137,2020-09-12 14:50:25,42172.3398,-171.4332,0,0,2020-09-12
