Timestamp,Value,Category
2021/4/11 19:02,42163.6527,3
2021/4/12 18:24,42163.7441,0
2021/4/15 10:08,42164.0432,0
2021/4/17 7:09,42164.2027,0
2021/4/18 22:33,42164.402,0
2021/4/19 16:40,42164.5509,0
2021/4/20 21:04,42164.7188,0
2021/4/21 14:49,42164.8264,0
2021/4/22 21:18,42165.0176,0
2021/4/23 17:58,42165.1469,0
2021/4/24 12:55,42165.2643,0
2021/4/25 18:12,42165.4362,0
2021/4/26 12:41,42165.534,0
2021/4/27 13:30,42165.6549,0
2021/4/28 9:57,42165.7418,0
2021/4/29 11:47,42165.8391,0
2021/4/30 13:38,42165.9237,0
2021/5/1 14:59,42165.9969,0
2021/5/2 19:50,42166.0732,0
2021/5/3 13:59,42166.1211,0
2021/5/4 12:22,42166.1791,0
2021/5/5 17:39,42166.2604,3
2021/5/6 12:36,42166.3151,3
2021/5/7 12:43,42166.3916,3
2021/5/8 21:27,42163.0837,3
2021/5/9 6:04,42163.131,3
2021/5/10 9:38,42163.2423,3
2021/5/11 9:42,42163.3491,0
2021/5/12 16:14,42163.4873,0
2021/5/13 16:52,42163.6042,0
2021/5/14 11:49,42163.6995,0
2021/5/15 20:33,42163.8683,0
2021/5/16 18:57,42163.9899,0
2021/5/17 20:47,42164.1377,0
2021/5/18 13:05,42164.2319,0
2021/5/19 13:35,42164.3816,0
2021/5/20 15:58,42164.5467,0
2021/5/21 17:49,42164.7098,0
2021/5/22 19:39,42164.8677,0
2021/5/23 19:46,42165.0059,0
2021/5/24 13:00,42165.0947,0
2021/5/25 9:40,42165.1928,0
2021/5/26 10:49,42165.2988,0
2021/5/27 17:19,42165.4096,0
2021/5/28 13:28,42165.4704,0
2021/5/29 10:08,42165.5276,0
2021/5/30 13:45,42165.6016,0
2021/5/31 17:16,42165.672,0
2021/6/1 20:49,42165.7443,0
2021/6/2 23:47,42165.822,0
2021/6/3 17:37,42165.8769,0
2021/6/4 21:10,42165.9683,0
2021/6/5 12:41,42166.0235,3
2021/6/6 20:13,42166.1452,3
2021/6/7 10:01,42166.2044,3
2021/6/8 21:39,42163.1908,3
2021/6/9 15:14,42163.2718,3
2021/6/10 18:26,42163.4043,3
2021/6/11 18:33,42163.5282,0
2021/6/12 18:40,42163.6578,0
2021/6/13 18:47,42163.7915,0
2021/6/14 18:54,42163.9297,0
2021/6/15 19:01,42164.0732,0
2021/6/16 14:53,42164.1932,0
2021/6/17 14:05,42164.3375,0
2021/6/18 15:14,42164.4934,0
2021/6/19 14:31,42164.6327,0
2021/6/20 7:33,42164.7283,0
2021/6/21 12:51,42164.8814,0
2021/6/22 21:23,42165.028,0
2021/6/23 13:04,42165.0877,0
